floor_number,comment,replys
11,在傻逼届都是相当炸裂的存在,"['言简意赅', ['文学家都这样', '哈哈哈'], '《劳工部长是个老板》这太对了', ['也算个地狱笑话了'], '这就是神回复吧', [], '直抒胸臆', [], '精辟', [], '阿哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈', [], '我一个啥杯都觉得他啥杯', [], '不得不说川普提高了知乎忍受xx话的阈值', [], '你的评价是最精准的', [], '届×\n界✓', []]"
12,"就这几天完成了股债汇全崩不可能三角。

俄乌谈判烂尾，关税烂尾，削减政府开支烂尾。

如果你搜特朗普的活动，会发现每隔十五天他就在海湖庄园打高尔夫球。怕有些人不知道地理，假如华盛顿相当于北京的话，海湖庄园就在三亚。","['因为美国总统出行是可以公款报销的，特朗普总统回家打高尔夫，然后特朗普公司给美国政府开发票就可以报销，这实际上是套取公款的行为', ['一次好几千万好气 浪费我纳的税', '没资格投'], '半个月打一次高尔夫？人家是每周都去打高尔夫', ['跟谁谈事情？马斯克？贝索斯？准备再给亿万富豪减多少税？', '所谓的打高尔夫也许可能只是谈事情。'], '加拿大格陵兰烂尾', ['还有什么不烂尾', '调解俄乌也烂尾'], '没三亚那么远，大概是北京到温州。', ['温州人探头，那就是跑南麂岛力', '哈哈'], '这个庄园现在收费水平如何？', ['不知道，但是你捐150万美元，就可以和特朗普共进晚餐。黄仁勋想放松对中国显卡的限制，就花了这个钱。', '这是他的私人住宅，不对外开放的，当然了也可以五百万美元买一次在海湖庄园和川普共进晚餐的机会，但这是他当总统之前的收费，现在应该没有这个项目了'], '特朗普打破了市场负反馈调节理论，美股下跌的同时因为国家信用破产，本应成为避险地的美债也同步下跌，而本可以通过超发货币缓解股市债市压力的选择被ban了，因为包括他自己在内的前几任总统超发的货币量够用到90年后了，也就是™的西历二一一零年百姓成穷鬼了，没油水可榨了', [], '他去玩儿的油费也要政府报销？这玩意儿就没设计个报销上限什么的吗……', ['空军一号过去'], '不要尝试用中国人那种“贵妃娘娘捐出自己首饰救灾，贵妃娘娘贤德”的思路看美国。\n美国最穷的时候，胡佛也坚持用最好的雪茄，他说“这能给予别人信心，我们即使在困境中也不降低自己对生活的要求”。', ['“即使在这冷宫，也要过得体面”（戴上护甲）。\n我愿称之为发懿症了。'], '插个题外话，纯好奇，高尔夫真那么好玩嘛快放五一假了，去别的城市旅游太挤了，想找个有趣的事做做', ['太好玩了，基本高端高尔夫俱乐部都有门槛，一年砸进去几十万都很正常，你去不去一张会员卡都至少几万块钱，看着这么多钱不好玩你也必须说好玩，不然会显得自己很沙🖊', '打得是球吗？大哥，\n漂亮妹子陪着，马屁精捧着，才是关键，\n拉屎都好玩，\n所有的娱乐都是一样的，妹子，马屁，无非换个流程！'], '精确的时间地点，刺客可以出动了。', ['海湖庄园太大了，安保人员肯定也很多，做不了啊']]"
13,"严重侮辱了草台班子四个字。

存在了200多年的一个强大国家的执政者，把自己国家的信誉、名声、影响力当厕纸一样随意损害甚至丢弃，这在人类历史上都是不多见的。

美国这一届政府证明了一件事:一个权力极大的人民普选的素人政客，低限到底有多低。","['但是也证明了另一个事，就是这种体制都能扛这么久，证明这个体制可能确实有他的好处，当然，能把这些人选上来也是绝了', ['老本太厚', '那倒也不是，顺风顺水的时候，真的放一只🐶在上面都没事，走下坡路的时候，天降猛男我没用，这就是大势所趋。现在天降川普，反正好不了，但之少可以找点乐子，赢'], '选素人的下场就是乌克兰泽连斯基、美国特朗普', ['乌克兰那是开了天胡，老天有眼！', '阿根廷米莱'], '比素人嫖客还低', [], '1.制度问题；2.人种问题；3.都有问题我选3', [], '没办法，选不出更好的', [], '欧美的强盛靠的是工业，\n\n所谓的选票，意识形态，不能说是完全没有用，但也就这样，', [], '选票民主是最不坏的制度', ['民选票主吧', '只要有波波在，就没有人能抢到这个最坏'], '其实选举这事吧，也仅是一个表面的多数。实际上各国选举的一般争取到25%选民就行了，而不是50%以上的选民，因为近半数人都懒得去投票，一般投票率也就50%多一点。\n\n所以常说特朗普有7800万铁杆选民，这还是投票率创新高的结果', [], '挺好的，之前特朗普还有点底线，不会去发动战争！民主党一群伪君子，战争发动的最多也是它们！', [], '选举和选秀没啥区别，选出来的不是最有能力的，而是最会讲故事的', []]"
14,"第一任特朗普政府，虽然大量亲戚，但是还有一些职业官僚。

这些人保证，一条狗当美国总统也能维持下去。

第一任特朗普后期被架空。

第二任，特朗普只要马屁精和金主，除了马斯克搞产业以外，其他人完全是素人。

相当于皇帝，找了一帮太监，当国家大臣。特朗普通过紧急状态，严重破坏美国的法制。

这个决策机制，很容易导致巨大灾难。

一个只能听到马屁精提供信息的皇帝，靠拍脑袋里决策。看到的反馈，都是下面表演给他看的。

他一直以为自己伟光正，死要面子，然后在国际上就被人当傻子玩。

现在，普京和泽圣，就拿特朗普当傻子应付。给他虚假的面子，哄着他玩。","['这次中期选举他也过不去，也会被架空', ['让美国自己人斗破苍穹'], '十常侍里面有几位能力可不低', ['这种在核心权利圈呆了几十年的大太监比一般官僚还是强很多的'], '这事么 东汉时期发生过，汉灵帝+十常侍', ['他现在的班子甚至还不如十常侍呢emmmmmm', '十常侍好歹在官僚圈子里待了半辈子，特朗普找的还不如十常侍呢'], '然后马斯克还要辞职了', ['辞职是体面的说法，'], '结果这次放上来了一群狗，纠错机制也宕机了', [], '川普可能领悟到了，反正老子家底厚，就可劲造。反正总统干什么也不能阻止历史浪潮，不如拿来炒股赚钱——至于美国人民？人民？只是美国的蛀虫！没有人民的美国才是最强大的美国！', [], '黑帮老大带一众小弟挣钱，弟弟，妹妹，姑子，小姨…股市上窜下跳，股民欲仙欲死，川子和裙带盆满钵满…红脖子傻傻的Maga…可惜阶级分析理论他们压根不懂，以为房地产大亨能领导他们走向复兴…悲惨世界', [], '问题是你用职业官僚，他们第一任期，各种架空背刺，那不用信得过的人，你用谁啊？', ['那现在结果呢？他的手下做得比那些架空他的官僚们做得好吗？', '水平高，能力强，把一切掌握在自己手里是好事；屁都不懂，把一切掌握在自己手里那就是灾难，让专业的人去干专业的事吧'], '人家还懂的先宣布紧急状态，你说是不是法治', [], '泽圣当初可没想彻底地哄他玩，不然万斯能在白宫要求小泽说谢谢嘛', []]"
15,"我这辈子都不会想到……

国防部长会让一个新闻主播来当……","['US那套体制，本来是有容错的，哪怕部长是个植物人，精于专业的副部长和官僚们也能把部门维持下去，效率肯定是有折扣，但起码能用。结果川子一上来先把本就所剩不多的技术官僚折腾一遍腾笼换鸟，然后再把部长们全换成溜须拍马之徒，不炸锅才怪呢', ['事务官还是比较稳定的，走正常升迁流程上来，毕竟算专业人士。部门正职是政务官，属于给大选胜利团队的奖励。所以川普说美国有深层政府', '牢美技术官僚本来在拜登任期就被LGBT等平权运动冲击了一通，搞出了传奇加班王，传奇摘星手与传奇升职器等等抽象烂活儿（其实严格来说这些冲击从小树丛就有了，只是还没那么明显），但就老黑哥失踪三天国防部还能正常运转来看，还是挺得住的，现在这套就是大型猴戏现场了从打胡赛拉错群开始，哪天这倒霉部长被爆出来把牢美机密打包发reddit论坛上我都不奇怪'], '这在川普内阁里都算沾边的了那哥们当过排长呢，好歹沾过军队。你看看其他几位', ['已经是新闻主播的形状了'], '这怎么了，总统还是个房地产商呢', ['而且是破产六次的房地产商，许家印都摇头', '有一说一做房地产破产很正常, 最难绷的是赌场都能开破产'], '如果你翻看美国历届的国防部长，你会发现这哥们有服役经历还算靠谱的。多的是从没当过兵直接当国防部长。', ['国防部本来就是管理军队建设和后勤的，国防部长的管理能力很重要，所以美国之前的国防部长一般有管理大型公司和机构的经历，但是赫格塞斯真没有。', '文职当国防部长没问题，不一定要当过兵，但是要有管理经验。'], '教育部长，A1，哈哈哈', [], '还有在公开座谈时把演讲稿的ai读成a1的教育部长', ['啊？AI 读“A one”吗？这不是没常识，这是不认字儿吧', '想到当年把滇读成镇的云南省长'], '这个新闻主播等价平移到中国，相当于知乎的龙牙当上国防部长了，你敢信', ['不是，是相当于何同学当上了国防部长', '不太恰当，应该类似撒贝宁、康辉这样的'], '人家演员还当总统呢，英雄不论出身嘛', ['里根参加过二战，干过演员工会主席，正经干过两任州长的。', '司机比他好懂王在乌克兰的话，你猜能不能没到2022就亡国'], '随他去了，反正又不是我们的部长', [], '毕竟总统做得最成功的职业是真人秀演员', []]"
16,你看马斯克的热情肉眼可见的冷却了就知道了。竖子不足与谋。,"['他就是理科生不懂政治的典型代表，这种事情稍微有点政治敏感度的都知道他这个生态位的不能站队特朗普。', ['没办法呀，民主党那边也很操蛋。', '民主党要上供，MAGA直接要命'], '只有他，真亏麻了', ['他还可以退到中国做厂长', '没那个机会，他手里的星链是军方的重要资产，敢叛逃信中国，那就准备挨导弹了'], '跟着特朗普的炒股都赢麻了，只有他真金白银地亏麻了', ['看不上?为了特朗普竞选这哥们花了三个亿，结果三个月就亏了三十个亿，这还看不上?', '怎么可能，哪有人会喜欢亏钱啊，就算五百块对大部分人来说不算多，那也没人希望丢这五百吧。何况马斯克这还是自己支持的人让他亏钱的，不得更难受'], '44亿买twitter，几亿助选，换来特斯拉股票腰斩', ['不如投奔东大，仍不失封侯拜相', '440'], '我印象里自从他发推骂波兰总理和威胁乌克兰停掉星链导致他的星链被多国解约之后就老实了', ['王朝中后期改革哪有那么简单的，说成功的张居正算顶级了不也人亡政息。\n\n改革体制首先面临的是整个体制的反扑', '别给他脑补了，他就是情商低嘴巴大，气势汹汹的得罪人，管波兰外交部长叫“小人物”，那么别人自然不跟他做生意了呗'], '埃隆马斯克此人可谓是典型的小人得志。\n结果遇见新国际大厦B。\n新国际大厦B一手发币收割，一手超级老鼠仓，让炒作狗狗币的马斯克自愧不如！', ['在商人乱政这方面，马斯克在特朗普面前就是个新兵蛋子', '经典，那落马的大老虎个个比我牛，所以我一介草民不配说是吧'], '应该学习学习历史政治比商场残酷无数倍', ['吕不韦哪怕看出了奇货可居，最后还是贬谪出去，何况吕的手段算是可以的了。', '可不止贬谪出去，人刚到四川就没了'], '只能说佩服，投奔东大，或者继续舔民主党，都比在特朗普手底下强，他愣是做出了投奔特朗普的选择，然后关税战眼看着就要把他干死了', ['土共还是很有底线的，即使人没用了，只要不作死，还是会保他一生富贵的。', '在中国，特斯拉的作用已经用的差不多了，中国新能源车崛起了'], '', ['原来是小别散', '那年18，白宫晚会，站着如喽啰'], '以前他们说马是阿斯伯格我不信，现在我有点怀疑了', []]"
17,"好消息，美国没有深层政府deep state

坏消息，这也太浅了","['只是暂时压制住了deepstate', ['那deepstate还deep个毛', '重庆人川粉，合理'], '真有deepstate,只是现在特朗普赢了而已。', [], 'deepstate是什么深度学习网络', ['knn呢😋', '一般都是什么NN才是神经网络好吧'], '深层政府一般是在政策实施过程中给你各种阴奉阳违来对抗上层旨意，不可能直接对抗的。而懂王现在黑X治国，早上起来来几条让人防不胜防。', ['其实就是官僚主义自发的抵抗力'], 'deepstate是民主党那边的', ['事实证明经不起川宝三板斧'], '九浅一深', [], '这下发现了，水浅王八多', [], '他把事务官连根拔起\n当然没有了', [], '不管怎么样，以色列还是不能违背的', [], '你太高估人类的组织度了', []]"
18,"属于东大输几百场球才能换来的国运水平

天数九鼎神器成了精了 长了腿往自己家里跑

我德这么大的吗？

我之前怎么不知道？

会不会有一种钦定的感觉？

现在东大上面想的大概是

怎么让这货再顺利干三年

而不遭精神病枪手neng死…","['连乒乓球都得输给巴西才能平衡国运，不然兜不住。', ['国运太大了容易扯着蛋', '乒乓球输很大部分原因是乒协和乒联甚至是国家队对wtt商赛的纵容罢了，把运动员当驴使，积分定得和奥运一样了，选出来的新一代还挑不起大梁'], '张继科说很多天赋极好的小运动员靠乒乓球上大学去了，进国家队已经不再是香饽饽了 放以前条件不好的时候绝不可能', ['就现在这国家队跟陪太子读书一样的狗屎环境可不是不再是香饽饽嘛'], '再有想象力也想不到，大统领敢于直面美国现实，直接对全世界开出对等关税这剂良方。\n再没能力也知道，打起来需要拉一波打一波，我儿子3岁时就知道，他爹对他甩脸子，他需要装乖哄哄他妈。结果这边中国对他恶狠狠加价，他在那绘声绘色宣扬别人再那么亲他屁股。\n就这，还有坚持就要扑上去开价的日本，然后喜提军费贸易平衡国债大礼包。\n中国准备了将近10年，不如他两句话的', ['只为赞扑上去的日本大礼包'], '上任前:最多也就县长水平\n上任第一天:镇长就能胜任了\n上任一个月:我上我也行\n现在:算了从精神病院拉个严重点的吧', [], '三年太短了，希望川普加冕', [], '献祭李铁估计不够，更大的平衡也得安排，多大投入多大收获嘛，最是公平不过，就像姜才女隐姓埋名以后出了DeepSeek', ['献祭刘国梁吧！！！'], '看来，对TRUMP，既要斗争，又要保护呀', ['知道伍豪同志定下的锄奸以外不许暗杀原则的含金量了吧'], '甚至国乒都祭献了', [], '你不会以为东大只靠输几场球就能换来国运吧？\n有没有可能东大真正的国运平衡器是代价更大的东西？', ['是什么', '那这玩意儿你玩不过美国啊，从拜登特赦他儿子开始，司法对平衡国运就只能起到副作用了'], '这么一看，大骰和刘主席用心良苦他真的，我哭死', []]"
19,"天命在东大立国的关键时刻空降了抗美援朝地狱副本，但又降低了一点难度，安排了麦克阿瑟。

天命又在东大产业转型升级的关键时刻空降了新冷战副本，但又降低了一点难度，安排了特朗普。

天命甚至又又降低了一点难度，把特朗普任期拆成两部分。

天命如此，还有什么不满意的？","['哪有什么寄吧天命！！！是毛主席，是中国人民的自强不息，是无数的先辈们抛头颅，洒热血，才有的今天的中华人民共和国', ['个人的奋斗很重要，但是也要考虑一点历史的进程嘛', ''], '男足为此牺牲了太多', ['国运太大，男足已经扛不起了，现在轮到乒乓球去打宿傩了', '男足已经不够了，接下来牺牲的是司法公信力。'], '美国给中国安排的贸易战关卡难度设置，值得所有游戏产品经理好好学学。', [], '没有所谓的天命，有的是历史沉淀出的智慧，与人民的奋斗。', ['一切都是唯物的'], '只能说我们的领导队伍、专家队伍、以及各种各样的队伍素质远高于世界水平，而美帝队伍素质越来越拉胯。。。', [], '如果输了抗美援朝，麦克阿瑟就会封神；同样如果输掉这次，川普就会比肩里根和罗斯福', ['你还真别说', '但是看他的状态，我很难相信'], '要是赢宗两任连续，短期之内这边承压肯定会大得多。目前最吊诡的是，他的上一任后半段以及拜登任期内都是逐渐给东大上强度，帮助东大查漏补缺。', [], '天命在我！', [], '拆成两个四年真是天上掉馅饼的好事。', [], '天予之，不取反受其咎。', []]"
20,"比叶利钦还扯的水平。

叶利钦把苏联拆了好歹还有个他想当苏联总统但当不上，干脆把苏联拆了自己当俄罗斯总统这个理由。

那特朗普呢？

他居然试图插手美联储主席任免问题，扯淡不？

这要是真给他成了，美国的股债汇全部都要崩，美元下一秒直接变废纸，美国因此解体都有可能。

而干这事对他没有任何好处，因为他已经是美国总统，正球级干部了，几乎是地球上说一不二的存在。

比叶利钦还扯的存在。","['川宝只想炒股挣钱，这有错么？', ['他才80岁，他就想捞点钱，他有什么错', '破产四次了，穷怕了——特朗普'], '你想多了，特朗普说一不二吗？\n四年后他一下台，马上就要死还差不多。\n甚至说，他在台上就不会死吗？', ['都80的人了，死不死有啥区别？', '想办法不下去？银行共和国不也改帝国了吗'], '第二届刚上任就搞币圈钱，这四年想大赚一笔的心是毫不掩饰的', ['懂王甚至还给投资他币的大股东拉小群，分享第一手炒股情报'], '特朗普没那么多想法，只想任命一个听话的美联储主席然后把印钞机搬到他的海湖庄园，缺钱就印', [], '有没有一种可能，他是第三帝国的间谍来报仇的。当年把德国干掉的两个国家，苏联已经死了，只要再把美国干掉就可以回去祭祖了。', [], '叶利钦有一点做对了，本来苏联80年代末被忽悠瘸了，跟美国签了条约销毁了大量自己的中程导弹，到90年代北约开始东扩，叶利钦反应了过来，重启了导弹设计局，研究的成果就是现在俄罗斯一直用的伊斯坎儿德导弹', ['叶利钦对俄罗斯是有功的。让戈尔巴乔夫干下去 苏联可能更好，但俄罗斯一定完蛋了'], '川普让美国总统从说一不二进化成了说一不定是几。', [], '对普京有好处就行了', [], '不会吧，反而谁家央行不受政府控制才奇怪吧，改了不是更符合实际嘛', ['大家还相信美元的重要原因之一就是美联储独立性，现在本来美元就岌岌可危，他还拆柱子', '分权制衡，可以防止蠢货瞎决策导致经济下行'], '他想炒股', []]"
21,知乎上人人喊打的普京，也知道先塑造出“乌东俄族被欺负，百姓日夜期盼俄军王师”的假象，然后再名义上让其独立，最后才敢吞并；但是川普和别的大春不一样，他要直接吞并加拿大和格陵兰,"['也许，美国从来没报道过普金的理由，川皇就以为不需要理由。', ['美国传统政客肯定不是这种水平，但是我川皇，说不定真的是没听过，就认为没有。。。', '看来阿美利卡的政策都是听新闻决定的，没听到就是没有'], '问题是乌东确实被欺负', ['8年算上俄军误击的客机三方军民伤亡加起来不到两万，22年两个月就能比前八年伤亡加起来高了', '没意义，饿螺狮军方高层还一堆乌克兰人呢。被欺负可以是鹅宣，我认为侵略也是鸟宣。这就是内战。'], '京子开战前，俄族乌族确实不咋区分，两边互相流动还挺多，演员还给京子新春献礼呢。开战后这两区分就很明显了，反对俄国的就是乌族，可以说京子是乌族的创始人。', [], '乌东被乌军炮轰了八年是伪造的？那大春你回答我为什么俄乌战场上作战最拼命的是乌东民兵？这个深仇大恨是从哪来的？', ['乌东那些鹅殖上次闹事看来你不知道吧，愤怒于自己被当成炮灰，结果直接镇压', '所以114旅在这两年顿州打得这么拼命，也是要给父老乡亲报仇'], '因为川普的统治基础就决定了他不能跟民主党那批人一样给自己套皮，坏处是谁想被你吃干抹净', [], '他根本就没真的想搞扩张，只是为了带红脖子一起赢罢了。你看奶龙现在还提这茬吗？', [], '乌东是真被欺负，完全没人权，和加沙差球不多', [], '乌贼在生活中没见过，在知乎上也是少数，不知道你说的人人喊打是怎么来的', ['普京粉？', '你看下你的名字就知道为什么你看不到了'], '因为乌克兰本来就是国家所以要先让地方独立才能吞并', ['加拿大不也是吗'], '毕竟俄族显然跟印度不一样，故意出卖同胞，让他们在东南亚被图了几万几十万无动于衷。', []]"
22,"精神病院垃圾池底杂草堆水平

·原先被认为是硬汉、新时代美国梦，实际是懂王肉喇叭+整天画着眼线满世界乱喷的奶龙副总统

·农妇+函授学历+吃饭钱包能被偷、天天拍照的国土安全部长

·认为wifi致癌的卫生部长

·高中辍学、将AI念成A1的wwe前ceo的教育部长




·经济学出身、半路取得空战硕士、战斗飞行时长只有150小时的参联会主席

最最离谱的:

·只担任过步兵排长、最高军衔少校、此后一直是主持人，既大规模统兵经验又无大型企业、大额经费管理经验、连东盟成员国都说不上来、两度泄密、记者会上饮酒+皮炎里塞了摇头驴般摇头晃脑的国防部长




作为对比，懂王1.0时期的马蒂斯、稀宗朝的奥斯汀均为基层一步步升至战区司令的职业军人;

马蒂斯被解职后担任代理防长的沙纳汉曾任波音副总裁，先后负责激光与制导武器的开发与解决787客机技术问题，是一位成功的企业管理者;

第二任的马克·埃斯珀，最高军衔虽也只是中校，但好歹西点出身，且退役后也在大型企业任职。担任陆军部长及防长期间理性且务实;

从治军以及作战角度来说，比较适合担任防长&参联会主席的，个人觉得是这二位:

菲利普·戴维森（左）与特伦斯·奥肖内西（右）

懂王1.0时期的印太司令菲利普·戴维森、原北方司令部司令特伦斯·奥肖内西

此二人均为懂王1.0时期上任，论指挥经验与专业素养也足够丰富、过硬，还都是老白男，符合懂王的用人喜好。戴维森1米90高大干练且儒雅的外表也能很好代表、彰显第一军事强国的形象。尽管他2021年才退役，不满足现役军人必须退役满7年才能担任防长的规定，但考虑到懂王权力没这么大的1.0时期尚且能提名（且通过)退役未满7年的马蒂斯任防长、稀宗提名退役同样未满7年的奥斯汀任防长，如今大权在握的懂王如果愿意，提名戴维森任防长完全没问题，且可以肯定不会出现海格塞斯那样50对50，需副总统投下关键一票才惊险通过的窘况。

抛开本就碾压能力与资历，就形象气质这块儿，戴维森也是完爆摇头晃脑排长哥","['五角大楼的排长哥最新力作： 美国国防部长不停扭动身体接受采访：特朗普让我把战争带回五角大楼_哔哩哔哩_bilibili', ['深得懂王真传了', '跟哈哈姐一样嗑药了'], '还有被提名司法部长的马特盖茨和高中生交往，还没任命就被弹劾走了', ['他天天在国会里拿着手机照片炫耀自己干过的马子，其中有一个是未成年洛丽塔，所以被阴险的同事举报了。', '一个推崇军人要耍帅泡妞的环境出这种人再正常不过了'], '1.0的时候还有共和党建制派的帮忙出谋化策。2.0是maga不彻底，就是彻底不maga，剩下的都是纯纯的草台班子了', ['1.0还以为懂王有本事想做事，被共和党建制派拖后腿了', '忠诚不绝对，就是绝对不忠诚。'], '懂王如果都用一群，高智商，高履历的精英组成内阁，这群人还会听懂王的话吗？\n懂王就是找一些有点傻傻的，行为和智商经常不太在线的人，这样才好受他控制，不会和他对着干。\n懂王上一届做总统的时候，就是被共和党那帮建制派的人掣肘着，完全做不了事。', ['亲小人，远贤臣，懂王是昏君啊', '所以上一届看上去勉强还算正常'], '不管哪个政权，有基层工作经验一步步爬上来的官僚都是很重要的阶层，这些人是构成整个执政团体的基石，这个人群缺少了国家大概率是要出问题的', ['财长和国务卿本来是有水平的 现在这俩人也把灵魂出卖给魔鬼了 好在美联储鲍威尔目前是懂王动不了的人 还能牵制下懂王 明年鲍威尔退休了懂王任命一个马屁精上台 还不知道会搞成什么样子', '卢比奥只是比起其他成员显得水平高，他是参议员出身，外交方面肯定不如布林肯专业，布林肯才是技术官僚，卢比奥不敢忤逆董公，贝森特也是一样，董公第一任期的财长姆努钦比他强多了'], '我觉得美国现在这个国防部长的长相很符合刻板印象里美剧中经典的校霸形象', ['不是吧，我看他那发型感觉他是被爆菊那位，外网也有人说他在军队被…'], '除了这些，我觉得特朗普政府任命的新闻发言人是最好的', ['小妹口风是真的稳'], '群 贤 毕 至', [], '少校怎么了，卡扎菲搞事业的时候也是校级军官。他也就比卡扎菲差一点', ['少校和少校亦有不同有些人只是少校，有些人只能是少校', '卡大佐，军衔很高了'], '那个只会在啤酒馆吹牛皮的上士怎么说？', ['梅福券虽然打不赢就寄但好歹一直赢赢赢的时候还是能运转下去的，没和懂王的任何一个大计划一样第一步就跌得粉碎了', '你还别说，就希特勒手下的那帮已经算是天才了至少在他们手下经济的确是飞速上涨']]"
23,麦子熟了两百次，总统炒股第一次~~~,"['常凯申', ['上海滩之狼被爱丁堡资本家在股市暴打，一裤兜子债'], '不光炒股，还炒币，还炒老婆女儿的币', ['你最好把话说明白了'], '大麻熟了两百次', [], '美国没建国前麦子也熟', ['美洲土著不种小麦，小麦是欧洲殖民者带来的，但确实不止200年'], '不是大麻？不是芬太尼合成了两百次？', ['芬太尼合成也就几天完事了'], '美国股神特朗普总统家族', [], '棉花', [], '？', [], '大麻熟了', [], '并非第一', []]"
24,"特朗普声称他要干的大事，一件都没干成，像什么吞并加拿大格陵兰，效率部改革，结束俄乌冲突等，都没干成。

为什么我这么肯定他没干成呢？这里我们可以用反证法，假设特朗普干成了上述的任意一件事，按照他狂妄自大，好大喜功的性格，他肯定会把这件事吹到天上，然后带着他的支持者大赢特赢，但事实是特朗普并没有这么做，所以我们可以得出特朗普一件事都没干成。","['我儿子回家，如果脸色正常，我就知道他又把卡片输光了，因为但凡没输光，他就会给我炫耀战绩', ['输光了还能脸色正常，你儿子是干大事的人', '他明显是在替他儿子挽尊'], '干成了一个美洲湾', ['美国国内自己的命名权，wiki上都没改', '在墨西哥是墨西哥湾，在其他地方两者都显示，但是谷歌给Gulf of America的中文翻译是美洲湾'], '聪明', [], '不是已经在吹了么？没看过新闻？', [], '还是有一些成就的，比如把墨西哥湾改成美国湾，把英语定为官方语言。', ['拜登也把白头鹰定为国鸟了，这种可做可不做的事还算成就吗？'], '美国湾改好了', [], '合理', [], '乐子人真爱川川，守护全世界最鲨臂的川川❤️', [], '“郭老师肯定不会白沙撒字”', []]"
25,让我觉得戈尔巴乔夫居然算个正经人的水平。,"['同等水平，内斗他们都是专业的', [], '戈尔巴乔夫解放苏联人民，本来就是伟人。', ['没错，伟人特朗普即将解放美国人民。\n他就是美利坚自己的戈尔巴乔夫！', '没错，希望川普也能做美国的伟人！'], '就美国目前的情况来看，戈尔巴乔夫真是最好的选择了，毕竟他真想还政于民', [], '难说，戈尔巴乔夫也是一个逆天', [], '毕竟吧，先不管结果搞不好，戈尔巴乔夫至少咱能看懂他想干嘛', [], '不不不还是戈尔巴乔夫更离谱', [], '戈地图水平不差，就是苏联积重难返，他步子也太大了', [], '戈尔巴乔夫是因为八一九政变被迫辞职下台的，最多是个能力问题，和又蠢又坏的疯王比真是辱戈了', []]"
26,"这么讲吧

如果特朗普点头，东大应该愿意为他提供全套安保套餐，保证他在任期间绝对不会有神经病枪手干扰他的伟大复兴","['make China great again', ['应该是make China great always'], '“长官，那边有个狙击手，我要不要干掉他”\n“废话，发现了敌方狙击手为啥不干掉？”\n“可他老是打不准啊”\n“那就千万别干掉，以防敌方换个比他准的”', [], '什么安全套', []]"
27,"看到他我真的理解了为什么中国历史上有些雄心壮志的帝王在晚年能像被夺舍了一样昏庸成那样。

像李隆基、萧衍、朱厚熜从明君到昏君至少还隔了好几十年。

疯王就只隔了4年而已。

而他身边净是些啥草台班子？洪秀全拉出来的人马都比他的强。

是不是有谁给他磕丹药了？","['不是，第一届有技术官僚拉着，他觉得这些人跟他唱反调。第二届回来直接全部自己人爱咋整咋整，可不歇菜了。', ['班农也跟他不对付搞下去了'], '啥叫从明君到昏君，说的好像懂王明过似的', ['有没有一种可能，第一个任期周围不是自己人，限制了万稅爷的发挥', '参考周迅李少红胡玫'], '可惜了班农一片痴心，还有马斯克奉上的真金白银', ['说裁1500亿，结果全裁自己公司上了'], '他的行事风格更像复辟后的朱祁镇', ['虽然很看不起朱祁镇但不得不说天顺时期朱祁镇比正统时期像个人，懂王是甚至不如自己第一任期'], '你高看他了，他明显只想自己捞钱', [], '他知道不行了，救不了了，捞一把就走', [], '年纪大了 他又不是年轻就开始当总统', [], '没有，他向来如此', [], 'U1S1，杨秀清、萧朝贵都是牛人，石达开也是一时之选。', [], '感谢特朗普同志让我们见识到了昏君的工作日常', []]"
28,"拜登证明了美国制度上的优越性：白宫拴条狗是一点影响也没有

川普证明了美国制度上的局限性：白宫拴只猴子那确实还不太行","['纵观世界五千年，没有一个制度适合川普，哪怕是君主立宪制，大臣们也得凑一块研究换个国王', [], '拴条狗没事，拴一群狗就不行了', [], '甜菜啊！', [], '美国笑话是吧', [], '狗不会乱盖章\n猴子是真会乱盖章', [], '能不能把川皇换成只真金毛啊', [], '难道不是有些人发了疯连🐶都不如？', []]"
29,群贤毕至，众正盈朝，仙之人兮列如麻,"['明君在位，悍臣满朝', ['马阁老，最辛苦'], '明君在位，悍臣满朝', [], '权倾朝野，指鹿为马', []]"
30,"脑子有坑，屎上雕花。

订阅了New York Times和CNN，最近每天十几条推送，基本上每一条breaking news新闻标题都包含Trump的名字。一个国家每天的爆炸新闻都跟他有关，政策随着他本人的意念如过山车一般跌宕起伏，是什么水平？一个大国被如此情绪化的人统治，对于整个世界都是一种灾难。","['我想问一下，美国有没有人说，纽约时报的标志和特朗普头型挺像的，就是颜色不一样', ['我还以为专门设计的', '还真是'], '其实我觉得美国新闻每天都写breaking news就挺奇怪', ['Drama的事情太多了', '最近确实很breaking'], '竞选时的特朗普：女性领袖容易情绪化\n竞选后的特朗普：今天心情不好，给中国加100%关税！', [], '治大国如颠勺，讲究的就是来回翻转', [], '特朗普是综艺节目主持人，符合他的风格。', [], '现在有四个太阳，一个在天上，一个在朝鲜，一个在美国，一个在格力', [], '至少他写的英文我基本都能看懂', [], '你换成订阅福克斯，心情会好很多。', [], '但是对吃瓜群众可真的是太利好了', [], '治大国如翻大饼', []]"
