floor_number,comment,replys
11,"受害人的几个账号都被封、被限制

还没做伤情鉴定

先解决提出问题的人","['忘记之前的鼠头鸭脖了，明明是个鼠头，从学校到监管甚至学生都逼着承认是鸭脖，派的调查组半个月都没调查明白，直到最后传到国外。', ['鸭鸭我呀感谢gj把我养大', '是联合国科教文组织转发了图片，两天后开始查'], '', ['经典之所以是经典', '那场巨大的反腐运动的时候'], 'IP有说服力', [''], '我女朋友就是理工的，前天晚上辅导员通知在宿舍集合，已经被警告了，不要传播这件事', ['中国力量，中国速度！', '背后有个强大祖国的好处'], '传统艺能', ['佐伥本色'], '某站才几个视频，某扑搜不到。还能发帖评论就知足吧', ['贴吧热搜第一挂了好久，吧友调侃贴吧真是凉了，热搜挂这么久都没有处理，别的地方早都撤了', '知乎皇汉还是不少的，总有人会提问的'], '哈哈哈哈哈刚好给年轻一代一个真正的爱国主义教育，而不是宏大叙事赢麻了、J36、爆燃冲压发动机', ['那能一样吗'], '看来六代机、第二大经济体也解决不了在国内主场都被外宾狠揍的尴尬', ['六代机要保护的不是你'], '汉朝楼兰王子犯法，都直接处以宫刑', ['', '触发机器人了？'], '最微妙的是，我现在竟然一点都不生气了，明明鼠头鸭脖的时候心态那么炸裂', ['脱敏训练', '巴不得这样的事多来点，所有大学都搞起来']]"
12,现在只要看到什么 “外国友人” “ 巴铁 ” “黑人兄弟” 之类的词就想吐 …,"['他们在欧洲是难民，在中国被包装成“高端人才” 送进大学校园，享受高额补贴。', ['这么做一是转移矛盾，二是恶心普通人特别是汉人。', '不花大力气把这些犄角旮旯里的外国人弄进来包装好怎么提高外国学生占比？\n不提高外国学生占比怎么宣传怎么汇报自己学校是国际化学校？\n不是国际化学校怎么申请更多经费，人家怎么升职……\n要有大局意识，要多为集体着想，不要影响团结，不要斤斤计较，普通人的亖活还能有人家升职重要。'], '', ['不是祖国，是叛徒', '我要在就真去打了'], '你是有良心的', ['光是国际友人就恶心', '我小时候那些官媒天天外国友人，就想吐了。'], '说明你走向成熟理智了', [], '跟印度一个地方的，后来分裂了，可想而知', [], '我看到这几个词也恶心🤢', [], '老百姓没认为他们是高端人才 哈哈哈不是老百姓引进的但花的是老百姓的钱哈哈', [], '什么巴铁，就是伊斯兰的印度人', [], '拜托有点判断力，类似事件你归根结底是被塔欺负了不是被洋人欺负了。不能连说句实话的胆量都没有吧', [], '确实', []]"
13,江西理工大学回复不偏袒任何一方，是否意味着如果发生战争我们也可以不偏袒任何一方？,"['当学校说中立的时候就已经偏向一方了', ['当朋友发生冲突的时候，中立就是站在你朋友的对立面。', '这些留学生都是学校给了很多钱花了大力气好不容易求来的，哪敢得罪。'], '当朋友发生冲突的时候，中立就是站在你朋友的对立面。', ['你猜他们看来，到底谁是朋友', '对方的朋友站在对方那边，你作为你朋友的朋友选择中立，结果可想而知'], '现在印度在替我们出气', ['地理不及格', '为印度点赞'], '到时候又是另一套说法了 难道每次打仗上战场的都是自愿的吗？', ['反正别抓壮丁就是了', '目前是义务兵制捏'], '一般这么对你说的意思是：不会偏袒你，即便你是他的同胞，他也没把你当同胞看。', ['同胞高看了，是没当人看。'], '阅读理解：\n我说句公道话', ['原则上不行\n程序上可以\n我说句公道话\n纯路人，说两句\n我不是针对你\n我也不是带有色眼镜'], '人家说不偏袒实际上只是单纯的为了平息网络舆论。怎么可能不偏袒，不偏袒直接全部关橘子里去，按伤情赔偿，如果影响恶劣就开除。敢么？', ['对洋大人可不敢这样，对底层汉人还不得让你见识权利和司法的威严？', '还手进去就是正常操作'], '系正常偏袒', [], '接受民族融合，等第57个民族融入中华民族大家庭不好吗', ['又降一等吗', '我倒要看看谁会恶意阻碍民族融合。'], '系互殴', []]"
14,乌合麒麟赶紧出《就不跪》第二期啊,"['就不还手', ['谨防境外势力挑拨和巴铁友谊哦亲', '绷不住了'], '人家说了只画国外', ['嗯，只对国内画国外，同外交部发言', '只画国外，暗示他知道国内也有，举了'], '就不疼', ['', '哥们给我逗笑了'], '《就不画》', [''], '《就不起来》', ['评论区人才真多', '除非五万'], '《就挨揍》', ['打完左脸还得右脸伸过去', '哈哈哈哈哈，这三个字看乐了'], '《就不敢画》', ['《就要舔》'], '就不疼', [], '《就跪》', ['《领导带着我们跪，要你管？》'], '赶紧安抚巴铁兄弟，选一批觉醒女性去和亲', ['这得留着打台湾', '陈平和亲论']]"
15,"中国这一代学生已经忘记打架也是一种社会交往方式了。这是一个大问题。

俄乌战争对斯拉夫人的最大价值是，战争和暴力是一个解决方案，对于斯拉夫人来说，这是最好的解决方案。对暴力的再认识和正面评价，这是俄罗斯知识界这几年一个很大的变化。

而，中国有禁止私斗的传统，一旦一个大一统政府成立，就会弹压民间的私斗和任侠。数年之后，汉族就不认为打斗和留学冲突是解决问题的方案。

在4月初，大连外国语一位在莫斯科大学访学的学生，被阿富汗室友打了。后续反应是报请莫大宿管处分阿富汗舍友。这完全是中国思路。但是俄罗斯没有给中国留学生很高的统战价值。没有得到莫大回应后，这位同学回小红书发帖，用中文发帖。然后他的大连外国语的同学们，只能点赞和把帖子转到微信朋友圈里面。就跟江西理工这个一样。后来，听说阿富汗学生的二十多个老乡组团去莫大宿舍，这个大外挨打这位同学的事情也就不了了之了。

内地汉人的很多怪事，都跟汉人周期性的被敲除暴力解决方案有关。比如卖切糕，几个持刀小贩就能长期强买强卖。比如巴基斯坦留学生组团打中国学生。根子就在商鞅那边。

禁止私斗，压制以武犯禁的侠，等于解除民间自治和自卫的武装。如果公家拉偏架，那么民间就只能任人宰割了。但是，公家停止扩张之后，守成的官僚第一反应就是不能出事，不能影响统战大局。

这样，敲除暴力基因的汉人，可不是只能上网发帖了。

在这种文化背景下，金庸为代表的武侠小说再没文学价值，也是汉人的一个布洛芬。在被欺负后，还能从故事和荧幕上赢回来。

PS：俄罗斯对持刀防卫免责的法律界定：

1，被围殴，处于人数劣势

2，被围殴时本方有未成年儿童需要保护。

跟美帝持枪防卫免责类似。","['确实如此，男孩成长的过程中，需要用暴力来确定自己的边界。', ['但是现在家庭、学校、社会都不需要，你敢动手就是你没理，就是你的问题，全方位压制！', '暴力和性是社会运转永恒的主题'], '现在对男孩暴力本能的压制基本是从小开始的，而且00后表现的更明显，80后小时候还经常打架呢。', ['环境问题，你到任一小县城初中都是天天打架', '90后小时候也经常打架，中学时还参家过械斗'], '不是这个问题，如果打了，然后呢？\n\n你觉得就咱们这儿这现状，打回去了正当防卫会判定，但是中国学生会不会开除呢？', ['咋没有，和少数民族互殴属于破坏民族团结，和外国人互殴属于破坏国际友谊。', '不管是巴基斯坦人还是巴勒斯坦人\n\n你打一下就是外交事件'], '虽然大一桶证券会试图周期性敲除汉人的暴力本能，但历史上没有一个时代像现在（不是这七十多年，而是这十几年，九零零零年代遇到不公选择暴力解决问题的例子也不胜枚举）执行得那么彻底的。\n就算在压制最严的带清，还长期存在土客械斗、闽客械斗、漳泉械斗、淮海地区各种械斗，以及各种地方性帮会门组织呢。如果那时候就敲除那么彻底，闯关东、走西口、走向东南亚的那么多移民也就不可能抱团打下现在他们拥有的那些居住地了。', ['带清治下，比如汉回斗殴，官府都是偏向汉的，所以其实情形比现在要好得多。', '不是一回事，械斗啥的都是乡绅的势力范围，毕竟皇帝和大地主共治天下，他们倒是想敲除，奈何时代生产力及方式所衍生的技术达不到。你还有说的后面几个，那也是清末中央统治力极弱，被逼的没办法才放人口出去，否则那么多失地流民留着他也管不了。\n这事说白了，就是国际话语权和政府的执行力都存在缺失的共同结果，什么敲除不敲除那是不可能的事，没有这个秉性那就和不吃中餐，不说中文一个德行了，几千年的历史惯性不可能几年就能刹车的'], '很有道理，每个地方不一样，俺小时候常见暴力解决问题，崇尚动手不动嘴，后来发现大城市反过来，普遍动嘴不动手，嘴皮子特溜，但就是干动嘴，让人看着很焦躁。', ['动手有理也变没理，都得进去。城市越大越需要秩序，这就是为什么说大城市不讲凭关系讲人情。其实到哪都能讲关系讲人情，但是大城市讲关系的门槛高，普通人一辈子都接触不到这个门槛，自然就是都要遵守规则。小县城打架办事靠关系问题不大，大城市这么做就成哥谭了，其破坏要比小县城大的多。', '小男孩吼叫也能算血性？'], '所以应该是，打的时候就使劲打，事后父母老师来善后。不能有心里负担', ['窝囊是驯化出来的', '对的！这个男学生自己窝囊，被围了不知道跑吗？ 人家人多势众。这种事情值得上层替你出头吗？'], '现在生活还可以，再说打架的惩罚，是打赢赔钱，打输住院，以及家庭原子化，造成汉族不愿打架，要是搁之前的八九十年代，争地争水争资源，那打架可厉害了，村级战争都有', ['禁止私斗没问题，关键是不要分三六九等，谁打都得处理那就没问题', '马井格勒战役'], '我突然觉得皇汉有些主张很有道理', ['有一定道理，但就跟义和团一样，思想太落后的', '吸引力太重要了，迄今为止都没人能提出一个能切实可行的框架，'], '适当暴力，有利身心健康', ['是的，怀念中学时候打人之后浑身热血，气息雄厚的感觉。现在感觉被变成废人了一样，是强制锁死了'], '你要记住！这里只能有一个头！', ['谁']]"
16,"已经处罚了涉事的中国学生, 对外国友人的影响我们深表歉意.




评论区不是我关的",[]
17,"每个留子背后有都两个国家撑腰，一个有960万平方公里的国土，另一个不知道哪个犄角旮旯的国家。

而广大普通汉人背后有什么？什么都没有。

如果一个所谓的皇汉、爱国者意识不到这一点，甚至极力隐瞒这一点，那他到底是个什么东西就很值得思考了。","['汉人无祖国', ['计划生育至对汉人，你说呢', '这下无产阶级真的没有祖国了'], '是春竹罢', ['也可能是太监'], '普通汉人背上有个强大的祖国呀', ['', '细节背上'], '李鸿章都摇头', ['慈禧看了都要难蚌'], '一切都由美方负责', [], '有白衣战神热心帮助你取钱', [], '扯皇汉干什么？莫名其妙\n\n难道皇汉主张跪舔留学生吗？', [], '五十六个民族，除了汉族其他都有特权。', [], '留子和四大神族干起来的话，咋判，我特别好奇这个，就是网上没有现成的判例', ['留子优先', '神只是相对汉神罢了'], '如何自救', ['润掉，下一代回来就能排在神族之上', '错了，高校引进人才同样的教授金发碧眼的就是比海外华裔薪资高谁让这个血统就是没有桶蘸价值呢']]"
18,"这是在帮助还没有进入社会的小朋友们

提前搞清楚自己的位置

顺便讲个地狱笑话：

我在澳洲的朋友们，很多都已经入籍了，然后纷纷劝我也抓紧入了方便

有一次我问他们，简中网上都说华人在西方国家是二等公民，你们怎么看？

对方答曰，“回去就成特等了”

一时间无言以对，心里很不是滋味……","['说实话，我一看有的网友笑话什么日本韩国人被美国驻军欺负就想乐，都几把半斤八两谁也别笑话谁了', ['从心理科的角度上来讲，他们需要转移窝囊气，所以这很正常', '不愧是主任，分析的有道理'], '特等人因为财富、血统被特等对待，而不是因为国籍。我是留学生没有绿卡，但是我20年过年和入籍的湖南老乡一起回国，他的待遇和我一样呀他在澳洲待久了，给大使馆打电话，一天后使馆来电，说沟通了就没了，我和他隔离房间门对门。', ['是的，要看血统的。 华裔海外学者在国内很多学校人才引进政策里不算海外人才，金发碧眼的优势最大', '就是因为国籍，你要是有护照有绿卡，你看看他们对你什么态度留学生回了国，本质上跟出国前没有多大区别的'], '只换国籍没用，最好的方法是找一个金发碧眼的伴侣。这样她来中国是特等公民，你作为挂件也能混个1.5等。', ['但换了国籍将来你的下一代在国外出生那就是特等了', '呃呃，都能找到这种伴侣了，直接留在国外不好吗'], '被打伤的中国人里面真有外国国籍，将是绝杀，统战价值又不一样了', ['有外国国籍会去这种大学读书？', '可以上好的大学，最起码是个211'], '当年有个大哥在澳洲，那时候人还少，他们老板愿意帮他担保，这大哥拒绝了，说我妈不能白养我，再一个不能当二等公民，就回来了，过了几年，一次闲聊无意间想回去。', ['人家当时斩钉截铁的说，坚决不做二等公民，顺便爱国主义教育了我们一下，同时还抱怨，好山好水好无聊。', '入籍也不耽误他回来呀'], '不，特等的是原生外国种，这种入籍的顶多3.5等，比4等强点', ['那你是几等？', '爱丁堡事件没几年吧，上海可是比哪里都好。'], '在西方国家起码算二等公民，可是在国内可是三等甚至四等公民啊。。。', [], '要看皮，如果你是海华，回国，其实半斤八两、除非你本人是人才引进的，很悲惨吧', ['找也没用，国内很多执法就是看肤色，你说你是海外华人，更恼火', '海华有事的话不能找他们的大使馆吗？他们的大使馆和我们得大使馆一样吗？'], '想多了，就那长相就不可能特等。', [], '你不会真以为海华在国内有排面吧？国内人是媚外，但是海华回国，额………', ['纯粹的媚黑媚白，黄皮美国人也是黄皮']]"
19,不知道谁发明出巴铁这个词的，纯纯的恶心人，那就是一群阿三。,"['有些营销号发明的，我都听了十几年了。', ['传统纸媒就有了，读者意林啥的，出现的时候还没营销号', '这些媒体也喜欢用呢'], '恶心这个词', ['巴基斯坦就是绿化版的印度人'], '人缘不好，平时耍单儿耍习惯了，好不容易有个要饭的过来夸咱几句，咱就激动的不行，这是亲人啊，亲兄弟。', ['县长带村民冲前是又发钱又发枪的……按华子这个制度，就算赢了，肯定也是既要又要的，赢了其他人也未必会跟，就跟和平解放台湾一样，台湾佬都说了，一但和平融入，失去价值，分分钟8小时变12小时，人家肯定要挣扎了', '我们不是人缘不好，我们现在是县长打黄四郎，那些国家只是在观望而已、谁厉害他们就亲近谁。'], '上次帮阿富汗卖松子，差点又流行塔铁了', ['把恐怖分子当自己叠供起来了', '笑死我了'], '其实不难理解。巴基斯坦有素质的人，有能力自费出国留学的人，会来你东大吗？人家第一选择肯定是老美，第二选择是欧洲，第三选择是澳大利亚加拿大新西兰，第四选择是日本韩国，你中国是最无奈的选择了，没得选才会选，所以能来你这能是啥有素质的人吗？', ['送送送，送学费，送婆罗门身份，送女人…就这还困难', '有身份有地位有素质的人又不会稀罕这些学费和捞女'], '明明是同样的人种，粉红们愣是能给予印巴、朝韩完全不同的风评，更蚌埠住的是，他们通常都更喜欢相对抽象的那个', ['我接触过的印度人比巴基斯坦人好一些🤔', '我支持多引进朝鲜留学生，他们是真刻苦，别引进巴基斯坦这帮玩意了'], '营销号为了流量无底线 其实巴基斯坦很仇视国人', ['别啥都营销号。cc更可怕', '借我们手对抗阿三罢了'], 'B站小钟目前更新的视频在“巴铁”，其中一个视频的一个片段，一帮人有大人有小孩，追着他叫ching chang chong 。', ['清朝虫', '老外尤其是欧美对华人的歧视性称呼，和“尼哥”是歧视黑人的意思类似。'], '这回局势又得大力支持巴铁', ['自己就不是正经人，能有正经朋友么', '物以类聚，人以群分'], 'zhuanlan.zhihu.com/p/22\n\n是一个既像大巴又像火车的发明，然后被挪用了', ['“巴铁”这个词比这车出现时间早得多了。', '怎么可能，零几年我上网就看到有了，当时基本是正面的，没有人质疑这个词。']]"
20,"评论区有人贴出了关于苏联的图片，要我说，苏当时是群殴留学生的。

额，评论区不是我关的。

黑人留学生疯狂“猎艳”苏联女郎，遭苏联青年狂揍，引发黑人运动_哔哩哔哩_bilibili
​
www.bilibili.com/video/BV1yvNCeiE98/?share_source=copy_web&vd_source=50397367b7bdf0a30c080434746ba4a3",[]
21,"到底谁才是达利特领班？

在这个问题下，答案已经很明显了。




新更:

别人要打你，你一定要还手，宁可进橘子，别进太平间。","['不同世界观的达利特领班。一个是拜日耳曼神教目田派，一个是拜日耳曼神教俄德派。', ['谁告诉你的，赛里斯的高等教育体系是纯正的拜英美领班。如果真的是拜俄德派，中国最好的大学应该叫xx学院、xx高师，而不是清北复交这样的综合性大学。', '92以后，老左直接参z的话语权没有，在这些角落里的话语权可强的很'], '达利园', ['好丽友这招太狠了', 'Dalit Plantation'], '当然是高校啊，国内大学需要恩养一部分外国留学生，以彰显其“国际化学术能力”刷qs。华语区国家和英联邦前英联邦国家都有qs焦虑，但是法德俄日的学校就没有。', ['能得到洋爹的夸赞才是大事'], '一切责任都在美方', [], '谁跟你讲不是了，你们是不是把蛮学家当粉红了，有蛮学家一直警惕巴', ['跟巴有什么关系，难不成巴能隔着3000公里来给人撑腰？', '切割！'], '被群殴的家伙肯定打不过啊，我看他说被两个人抱住动不了。', ['有些时候，一打多未必打不过，你看陈鹤皋老师的学生，不仅一打多，还赢了。\n所以啊，向陈鹤皋老师学习，是非常有必要的。\n保护自己生命安全这件事，最主要的还是靠自己，因为别人不一定会在你被打时来帮你，不是吗。'], '人家是群殴啊！一盘散沙怎么打？而且如果有中国学生帮忙，可能被开除拘留的就是中国学生了！', ['就算被开除，也好过进太平间。自家生命安全才是最重要的，命都没了，还要其他东西有什么用？'], '我能硬，老爷硬不起啊，你还收手，开除怎么办', ['你不还手，万一进了太平间，怎么办？'], '什么领班就是达利特', [], '许多高校本来就是籽油派公知的基地，时常发表恨国和投降言论。他们能代表中国吗？', ['有处理权的是学校？', '又切割了']]"
22,被打的学生如果是粉红，那将是绝杀,"['这下天天扣人“达利特领班”帽子的人马上就要遇到真正的达利特领班了', ['粉粉以为达利园领班攻击不到他们头上', '在简中语境下，坚决抵制政府优待黑人的反而成了目田，积极维护政府优待黑人的成了粉红了。'], '现在这环境大概率是。不是也极有可能是岁静，更是薄纱', ['笑死了，那天真打到你老目又不高兴了', '缅甸军政府都有粉丝，真是活久见。'], '现在的学生也是奇怪 我上学那会一个粉红都没有。', ['我都不懂，明明山河四省ip黑利吃净，为什么比京沪ip还要忠诚狂热', '当时穷，灯塔也没这么拉跨'], '学生必粉红，工作两年就醒了。', ['需要两年说明毒打还太轻', '用得着两年嘛'], '大学生肯定是粉红啊，不用想的。', ['反了吧，个人感觉历史学院和外语学院粉红最少了，尤其是世界史和英日院这种', '文科粉红多，工学院里我教授都是哈耶克厨子'], '学生圈子99%都是品客', ['还是有少数清醒的人', '不是200%'], '应该是粉红，挨了打第一时间想着报警而不是想着跑路或者逮着一个往死里打，一般都是被洗脑洗傻了，相信报警有用', ['小学老师，中学老师：被打不能还手，要告诉老师，否则你也被判为打人。\n法律：被打还手算互殴。'], '打完继续做粉红，才是绝杀', ['“我们强大了！他们只敢打我，不敢搞我！”'], '概率很大', [], '概率非常大', []]"
23,"有一种人，对外国人唯唯诺诺，百般照顾，对国人重拳出击，毫不留情。

你猜我说的是谁？













民国时期的买办和kmt。","['我共', ['不要说我不如是统治阶级 满人一样的地位'], '', ['高端局'], '开国时毛主席那句中国人民站起了，现在听来百感交集', ['站起来走到外国老爷面前跪下'], '韃利特官僚、西伯利亚萨满、团结教士', [], '虽然说是春秋笔法，但民国真的没有那么不堪，跪舔最严重的恰是苏俄这种', ['所以俄罗斯人唾弃苏俄是有民意基础的，左派团结壬只知道把基本盘当奶牛，予取予求，却忘了奶牛团结起来也能把团结壬活活踩死。', '苏系传统'], '就是东大人吧', [], '对~就是这样。不相信答主的网友，去搜一下景明楼事件。', [], '景明楼重现', [], '大清国', [], '忍辱负重再创辉煌，民族复兴没有你们想的容易', []]"
24,所以那些人幻想什么打到台湾、东京、澳大利亚，一人一个女大学生我简直想笑，这片土地上统战价值最大的人是敌人、俘虏还有客人，你要是真敢碰那边的女大学生，大概率直接枪毙掉。,"['汉武帝那会儿，你是汉人你要当兵出徭役，天下户口减半。你是匈奴人，投降了就给你分地分牲畜分住宅。', ['辱汉了。汉武帝时的“天下户口减半”，其实是汉武帝频繁发动战争，迁出大量人口到外开垦土地，导致汉朝原统治区户口减少。这些迁出的户口，后来是要被再次统计的，所以才有了昭宣时期的人口巅峰。', '天下户口减半的说法是出自宋朝司马光的资治通鉴，宋朝自己软，见不得别人硬，使劲的黑汉武帝'], '其实是巴铁一人一个女大学生', ['不是一人三个叫你小子吃回扣了是吧', '都不用打'], '当年打上海也一样', [], '打仗时：兄弟们，抢钱抢粮抢娘们！\n停战后：兄弟们对不起，女人也有人权！', [], '一人一个女大学生不是我目田的梗吗？发的时候记得表明出处', ['那是陕北民歌《芝麻油》（即东方红的调子）\n\n芝麻油，白菜心，要吃豆角抽筋筋，三天不见想死个人，呼儿咳吆，哎呀我的三哥哥。骑白马，跑沙滩，你没有婆姨呀我没汉，咱俩捆成捆成一嘟噜蒜，呼儿嗨哟，土里生来土里烂。骑白马，挎洋枪，三哥哥吃了八路军的粮，有心回家看姑娘，呼儿嗨哟，打日本也顾不上。三八枪，没盖盖，八路军当兵的没太太，待到那打下榆林城，呼儿嗨哟，一人一个女学生\u200c', '难说'], '说好的打下日本单身的一人发一个樱花妹解决光棍问题呢', ['樱花妹是周少爷的'], '五胡乱华都被改成五胡入华，注定以后真的是五胡戮华。', ['五胡兴华'], '千万别打仗 我有兄弟是现役军人 不想他死', ['打仗永远是普通人受苦受累'], '看明末史就行', [], '应该多宣传民族主义，往昭和德三那种方向宣传就好了', ['你都没有统一的大民族概念，你现在民族矛盾，虽然跟性别，阶级对立来说不是相对这么起眼，但也有在吵的，你连统一民族概念你都树立不了，怎么去宣传民族主义？', '可能吗？苏轼政权天然和民族主义对立，有用的时候利用一下，没有的时候丢到垃圾桶']]"
25,巴铁兄弟回去越想越生气，当晚出门约了几个学伴，狠狠的输出,"['不需要约，是主动送学伴', ['那不符合巴铁兄弟的口味啊 没征服感', '有没有清真学伴'], '去一趟英语角就行了根本不需要约', [], '', [], '学伴', ['南亚那么重口味的还要看吗', '死后遗产捐给国家了。国家继续给黑孩子奖学金，内循环了'], '还抽鞭子是吧', [], '武德注入小黄人三又体内', [], '3', [], '还用约啊，给校领导打个电话，直接笑眯眯的送上门', ['领导自己都嘴馋巴铁的神之基因'], '我来推', [], '注入正能量', []]"
26,"03年，在西安

大学生们可是群殴小日子的

顺便还揍了棒子

有交大的兴冲冲跑出去凑热闹

结果屁事儿没有

顺便还蹭了一波校长的车

享受了副部级待遇","['20年一代人，早就圈成小绵羊啦', ['没办法 成年后 打架，你打得起嘛，统战价值为0', '无了'], '0几年我们交大还有占领食堂的哥们现在能不被占领厕所就已经是阿弥陀佛了', [], '以前东北人也敢围殴在中国撒野的俄罗斯人，同样屁事儿没有。', ['东北就算了吧，被毛子欺负最多的地方', '现在也敢 。'], '不不不我们陕西汉人是真的能打，西农的董帅一个人单杀几个黑人', ['董帅真男人'], '二十年前我上大学那会，遇到的老外都挺乖巧的。', [], '新时代，新征程，新作风', [], '20年前的大学生和现在差异大了', [], '还是自己不行', [], '03年还一大波好剧呢，什么都能拍，你看看现在', [], '以前的大学生大院子弟的比例可不少', []]"
27,"留学生打人得重视，当年因为留学生打人出过大事。

顺便说一下，负责转运的武警也是被留学生打伤的。","['第一个记载是“留学生调戏本地女学生，引发本地学生不满”\n\n第二个记载是“留学生带禽类进宿舍，引发本地学生不满”\n\n第三个记载是“本地学生要求严惩凶手”\n\n论为啥“纪传体比编年史可信度”高\n\n因为纪传体很容易把真相给填补出来\n\n根据我的经验，\n\n第一个记载的三方当事人是真的\n\n第二个记载的地点是真的\n\n第三个记载的指控是真的', ['因为纪传体同一个事得说好几次', '满分💯'], '这种外国人不敢惹的心态在全世界都找不到第二个。俄罗斯人的地位也很低，人家对外国人可是毫不手软。在波兰献祭了两万多人，在德国各种烧杀抢掠。但这些狠人回到国内照样是灰色牲口。人家也不会觉得见过血就不好管了。', ['国际上都知道中国人对中国人狠', '外邦来朝可是权力合法性的铁证，当然必须坚持党的领导！'], '这些垃圾背后，还真有我们强大的祖国！', ['国家和gov不是一个东西', '你想想谁把这两混为一谈的呢，可不敢分开，分开就会被扣帽子。'], '我甚至觉得中国人的心态如此扭曲并不是因为中国没能轰炸东京，而是连小国都不敢教训。如果中国哪怕在一个弹丸小国搞出个卡廷事件，说不定中国人就不再像个小媳妇哭哭啼啼了。', ['朝廷所虑，非你我草民可议也', '缅泰击碎大国梦'], '这也引起友邦惊诧了啊，不过这些友邦看着不太文明嘛', ['毕竟要团结世界人民的嘛', '老话术“亲不亲，阶级分”'], '你多虑了。90年代，大学生武德充沛，当年军训教官不当人，学生直接追着揍教官。现在的大学生，军训教官不做人，学生发了几条朋友圈，说自己受欺负，然后自己跳楼了。\n90年代，成都某大学门外是著名的群架圣地，一周没几次群架，这周绝对有问题。后来连网络小说都回忆当年的盛况。现在，已经多年没过打架的了。\n00后脱离了低级趣味，从来不打架，平和的像耋耄老人。', ['对内敢打，对外卑微。\n说实在话，广州敢打黑人学生，还是泰国香港学生带头的……', '以前打了黑人或者其他外国学生，学校也好、警察也罢，都会和稀泥，黑人怎么也要吃亏。\n黑人也不傻。\n现在可能他们这些外国留学生有坚强的后盾。'], '北风大佬这都能找到有关史料，真是近代史的神', ['这个很早就在广黑吧传过', '让人无语的破事可以帮你找一箩筐'], '至少当年的大学生还是有血性的', ['18000名吓到我了', '88年嘛'], '笑美国，真给你整10%的人口这玩意儿，你犯罪率不高就怪了', [], '还出人命了？', ['其中一种说法', '应该是指把人打伤了']]"
28,"留学生超国民待遇问题由来已久。1960年代，就已经有非洲留学生了，津贴高达100人民币每月。阿尔巴尼亚留学生150元每月。为此，非洲留学生对中国不满。

60年过去了，这些人对中国有什么贡献？除了浪费纳税人的钱，一无是处。",[]
29,"平时巴铁巴铁叫个不停，还帮助人家上太空，

结果呢？

巴基斯坦其实就是伊斯兰化的印度而已

小粉，长长教训吧！！！","['不考虑外交情况，只看这俩国家的意识形态和制度的话，巴基斯坦比印度恶心、危险多了', ['一坨屎💩和另一坨屎💩的区别', '如果没有阿三的存在，巴铁大概率是全世界最反华的穆斯林国家'], '印控克什米尔发生专门针对非穆男性游客的无差别屠杀', ['邪教而已，不能绥靖。'], '品客只有7秒记忆', [], '说个恐怖故事。巴基斯坦生育率3.378，印度生育率只有1.9', ['适龄女性为啥占比小，中间有断崖？', '巴基斯坦和阿富汗特产董志民族'], '就是对抗印度的代理而已，不知道被谁炒成老铁了', ['官方吵的', '官方还说：只生一个好，政府来养老呢'], '中国只有4个盟友，中国陆军，中国空军，中国海军还有中国人民，什么这个铁那个铁，都利益罢了', ['我不认为中国人民和另外三个是盟友。', '这三个也不是中国的盟友，中国的盟友只有不信教的东亚人，不被老美驻军的东亚国家，其他未来都是潜在敌人'], '双层buff更是逆天', [], '印度现在没那么抽象', [], '本来一家的因为宗教分家了还是一个德行', [], '中巴友谊万古长青', []]"
30,中国人在中国的土地上被外国人殴打，这TM是新中国成立后该发生的事情？,"['第一天当中国人？要有大局观。', ['小粉：景明楼事件', '物以稀为贵 不值钱的东西没了就没了 干嘛在意'], '河南村镇银行？', ['村镇银行也不是外国人打人的啊', '挂个同胞两个字就认识了？咋不说同为人类呢'], '你只是居民，人家是外宾', ['是为人民服务啊，但是你是居民啊', '居民和贵客可是完全不一样'], '阿尔巴尼亚车神喝酒撞死了人，还要给他开导，陪他散心。这种自家人被外人打是个事？', ['哪来的自信说自家人？', '好吧，是我孟浪了，确实不是自家人。'], '抚顺战犯管理所了解一下', ['当年我还是粉红的时候，这个是最让我破防的。', '抚顺战犯管理所里外国战犯的待遇比管教的待遇还高'], '多了去了', ['还得给洋大人赔钱呢'], '天大更衣室，山大学伴表示你在说啥？', ['又忍不住看ip', '呱~呱~呱~'], '后续还要中国人给外国人道歉你信不信，我还不了解学校', [], '你那刚解放？', ['被某红色境外势力攻陷'], '当年越军进攻金边，从金边撤侨时。\n\n飞机把三十多中国留学生弄下来让二十多柬埔寨国际友人上去。多年后称赞那些留学生有大局观\n\n只是不知道那些留学生后来咋回来的', []]"
