floor_number,comment,replys
25,雄武奇伟，是个抗大纛的好苗子，可惜生错了时代,"['抗不了，我见过专门分析人胖人会不会饿死，结论是会，人类的基因对脂肪的消耗优先度非常低，如果不吃少量食物再胖的人也撑不到消耗脂肪', '回复 天黑勿闭眼 :确实', '回复 天黑勿闭眼 :不吃东西是个人都会嘎吧？你要不要看看你在说什么', '回复 世外仙人majic :理解能力堪忧，结论是胖子并不能比一般人更能抗饿，懂？', '回复 天黑勿闭眼 :？你家打仗不给吃饭啊，就硬要忘死里饿？说点东西就要扯极端情况，别人说了你又拉回来？那我问你，如果一个人一天只吃一顿是不是胖的更抗饿？杠精你到底在想什么啊？还有，我说这xxn力大如牛，你扯抗不抗饿干嘛？到底是谁理解能力堪忧啊？', '回复 天黑勿闭眼 :面子挂不住就别硬要了，太🤡了，路过看一眼给我整笑了都', '回复 沈河是雏囡 :']"
26,它家应该没有镜子。 都是用手机美颜,"['3', '镜子只能照出中间 所以肥肠自信', '回复 练习室藏粮粘瓣 :绝了', '第一眼看成了它应该没有孩子，然后我认真思考了一下如果这玩意真怀了那孩子能出来吗？']"
27,标题打的比病历史都多,"['3', '3', '难崩', '3', '']"
28,你医美密码呢，你这种柱头切成柱头肉摆在餐盘上都没人会看两眼的就别医美了,"['3', '这种医美了都算分子料理', '做医美的都看笑了 光抽脂都能赚翻', '6', '回复 是京✌就v5 :', '3', '3', '3', '3', '3']"
29,我方重型坦克已部署。,"['3', '你方', '什么虎王']"
33,好可爱，七星娱乐,['不像演的']
34,我前面也看到了，最逆天的是她的简介《男的别关注我》，谁关注了，女的也不想关注,"['笑死我了', '物以类聚人以群分，', '除了口味重和脑子有问题的会关注，我实在想不到还有什么人会关注', '3', '糙半天发现是褶子', '', '屠夫会关注', '被男的攻击多了有**思想了', '女性一般不上桌 但她可以', '难崩']"
37,骂了吗，没骂就你老婆,"['3', '3']"
38,是疾病,[]
40,不就是长得胖点，这也算石？,"['确实不算石，石没这么大坨的', '在胖点平台就提示星安石了']"
42,3,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
43,直接扑我身上,[]
44,3,[]
45,"不如我这个，给波刚整红了

点击展开，查看完整图片


点击展开，查看完整图片","['这波我站不吃香菜，正在减肥还常年3开头，我直接扣3', '这波我站不吃香菜，正在减肥还常年3开头，我直接扣3', '回复 贴吧用户_5JDN5t4 :我就是不吃香菜', '大胃袋这一块', '狗太可怜了 但是乐死我了']"
46,不算史，这看起来挺正常的，人家标签里没什么负能量词条，也没对其他人造成不好的影响,"['我就说嘛，绿牌的功底不比蓝牌差', '难蚌', '这还不算史？什么时候8u评鉴水平这么低了']"
47,鉴定一下，也许不是那种小仙女,[]
48,好样的，你的搬史能力我认可了,[]
51,看见史，不像正常人一样骂两句走远，也不像勾一样原地开舔，而是直接原封不动搬过来，你也算是屎壳郎附体了。,['好骂']
54,bro体质不错，挺举120kg,[]
55,街上碰到都能恶心一天的程度,[]
57,你老婆,['你老婆！']
58,你们老婆,[]
59,啥时候出回族模式,[]
60,身上的油拿给全体吧友炒菜能用一年,[]
61,从哪里牵来的就牵回哪去,[]
62,哥们卸载这些软件就是不想看到这些东西，你到好跑这来给哥们灌屎,[]
63,虎式,[]
65,🐖都没那么多油水,[]
67,3,[]
68,3,['3']
69,3,['3']
70,来斤瘦的,"['那没有', '找茬是吧']"
74,来斤瘦的,[]
75,这种送去配种猪肉明天降价,[]
76,吧友怎么这么对我，把屎喂给我吃,[]
77,自己偷偷吃就得了，别发出来恶心8u,[]
78,3,[]
79,你们老婆,[]
80,这个其实还挺正常的，至少不是一眼不打扮油头凌乱的飞猪,[]
81,3,[]
83,1,[]
84,2,[]
85,3,[]
86,4,[]
87,3,[]
88,你老婆,[]
89,哈哈,[]
90,我下的任务,[]
91,这么肥脸上还化这么浓的妆，我记得炸猪排也是猪肉裹面粉来着,[]
92,找史大王魅力时刻,[]
93,你真该死啊,[]
94,赛尔号发现你就不用寻找能源了,[]
95,可惜矮了点，不然能去展会cosplay卡比兽,['']
100,肝原石去了,[]
101,将军,[]
102,你的猎奇程度不比他们低多少，搬到屎很激动的还真是头次见,[]
103,有股媚劲,"['？', '回复 寐央 :你看着不胀吗', '回复 Mr_Rux :我又不是，为什么要对胀？', '', '你是真饿了', '回复 你游第一深情 :抽象而已，其实我是回民的女婿']"
104,3,[]
105,3,[]
106,3,[]
107,3,[]
108,3,[]
110,6,[]
111,3,[]
112,3,[]
113,3,[]
114,3,[]
115,轻松开高达，你就是王牌指挥官,[]
116,3,[]
117,这个女的一看就没什么压力，就过年时在隔壁惨叫,[]
118,3,[]
119,3,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
122,发你老婆照片干什么,[]
123,对不起,['人之常情']
126,3,[]
128,3,[]
129,3,[]
130,你个比,[]
131,3,[]
132,3,[]
133,3,[]
134,3,[]
135,3,[]
136,3,[]
139,切两斤瘦肉,['你故意找茬是不是']
140,3,[]
142,3,[]
146,去xhs看，搬腻m呢,[]
147,先找白菜跟粉条吧,[]
149,滚出去,[]
151,3,[]
153,3,"['3', '3', '3', '3']"
155,美颜加P图拉到最大还长成这个b样再加上这个脑谈思想可以拉去开发新能源了,[]
156,我尼玛二百四十斤，属实有点胖了,[]
160,3,[]
161,3,[]
162,3,[]
163,3,[]
164,3,[]
166,你以为他只有240斤吗？,[]
167,好喜欢，有可以认识一下吗,[]
168,3,[]
169,3,[]
171,3,[]
172,3,[]
173,3,[]
174,鲁花花生油入股,[]
177,就是因为有你这种搬史不骂的人孙8才变成奋坑的,[]
178,好笑吗？我只看到了一投盲目自信的注,[]
179,3,[]
181,你这厮简直就是找💩能力在狗群是狗王，这么💩的东西你都能发现还得捧着，小心翼翼的，细心呵护着来奉献给大家看，已经不是坏的流脓了，找我说都该拉出去枪毙了，给你埋💩山里,[]
182,练成油可以让赛尔号烧一整年了,[]
183,宝宝辅食～,[]
184,真恶心，最近看到姐妹都在说孙吧恶臭，我特意买了一个10 级的号来看看。本来有心理准备，结果一来看真是震惊。怎么这些男的可以这么坏，人的阴暗面可以这么丑陋，太恶心了。看完我真要去洗眼睛，呕,"['串的不像，ldx重来', 'ldx你装nm呢']"
185,3,[]
186,3,[]
187,这样的平时用什么味的卤料包呢,[]
188,3,[]
189,＋3,[]
190,3,"['3', '3', '3']"
191,3,[]
192,孩子们别怕，SU30SM来了,[]
193,3,[]
194,这种塞赛尔号里的话还用找什么无尽能源？,[]
197,3,[]
199,你自己吃就好了，别来恶心8U了,[]
200,3,['3']
202,来两斤瘦的,[]
203,3,[]
204,你激动牛魔呢，有人把屎喂我脸上我还要感谢他不成,[]
206,3,[]
207,把美颜滤镜拉满真以为自己是杨贵妃了其实就是个涂了口红的nt 佩奇,[]
208,这样随便搞下来一块都够赛尔号烧个十年,[]
211,3,[]
212,你自己都知道是💩，还搬,[]
214,3,[]
215,3,[]
216,3,[]
217,3,[]
218,3,[]
220,3,[]
221,"真恶心，最近看到姐妹都在说孙笑川吧恶臭，我特意下载来看看。本来有心理准备，结果一来看真是震惊。怎么这些男的可以这么坏，人的阴暗面可以这么丑陋，太恶心了。看完我真要去洗眼睛，呕
你们这个贴吧的人真的很恶心，每天就是去小红书微博上搬运那些漂亮女生的照片，然后来评头论足。 简直就像一群下水道的老鼠，不说你们有没有妻子女儿，难道你们没有妈妈吗？不懂得尊重女性，你们还配称之为人吗？
投降书
本人从未在互联网上辱骂过女性，本人刚关注孙吧不久，发生这种事我深表遗憾，虽然孙吧被誉为互联网公厕，但是长期相处下来，我发现吧里很多都是小孩子不懂事，发着玩的。对于现如今所发生的一切事情，我深感抱歉，并且深感愧疚。我在此起誓，不再与孙吧有任何联系，特写此书以表愧意。临表涕零，不知所言此言差矣！
从前先贤以打🦶创吧，创立以来，每朝每代皆以效仿，方可有今日孙吧之盛，而今吧内却有燕雀短志之辈，尚未与小红书开战，便苦口婆心劝吧友废先礼，此番往复，无需数日，吧内将无可用以打🦶之人，岂不是行取乱之道乎？
鼠鼠 m m曰：导不可以已。 精，取之于男，而精于男；胶，水为之，而阳于水。形混神乱，导致贤者，其思以清。虽有萎靡，不复挺者，导使之然也。故茎受导则直，精至射则力，鼠鼠健硕而日导管乎己，则贤明而柱无靡矣。
吾尝闻犊生于羊圈，其行无异羊也。君处孙吧，耳目常施，而失胶兴，岂理欤?孙吧其所以强 者，以承祖宗之礼艺也。夫停手银，其力无所释，而转之疲劳，岂非舍本而求末者哉?莫之入此，必有天之大祸也!非也 今日导五管，明日导十管，然后得一夕安寝。起视四处，而片子又至矣。然则鼠鼠之胶有限，片子之欲无厌，奉之弥繁，侵之愈急。故不战而强弱胜负已判矣。至于颠覆，理固宜然。
古人云：“以胶事片，犹抱薪救火，胶不尽，火不灭。”此言得之。
有人说：“我是维新派，我不打搅。”但我想问的是：维新派难道不是更应该去创新发展么？真正的维新派人士，打搅用的是新办法，是创新性的用杯子打，这才是真正的维新派，不打搅的人不仅不会创新也背离了传统文化，这些人哪里叫什么“维新派”？我看分明是返洞派嘛！
根据《孙法》第三条 在网络上贪生怕死，自动放下键盘投降敌人的，处玩三年以上十年以下原神；情节严重的，处玩十年以上有期原神。投降后为敌人效劳的，处十年以上有期连徐打搅或无期给吧友当⭐💢。。
当务之急是找到关键问题，关键问题是什么呢，是我们要找到问题的关键，那么如果我们在关键的领域、关键的环节我们找不到那个问题的关键，我们把握不住，抓手不在关键上，那么我们等于就是说无法解决和找不到关键问题，那就解决不了问题的关键。
总而言之，言而总之，这个问题是需要我们全面了解的问题，深入贯彻的问题，不可忽视的问题。如果我们一旦忽视了这个问题，那么就会随之出现许多新的问题。我不想在还没有解决旧问题的时候，就出现一些新问题、大问题，一些让我们无法想象的问题，一些让我们不可估计的问题。当然，这并不是因为我们害怕问题，逃避问题。而是我们要随时发现问题，思考问题，研究问题，探索问题",[]
222,3,[]
223,这不过年等宰的年猪么,[]
224,3,[]
225,坦克大军已入侵孙吧,[]
226,贴吧为什么没有回族模式,[]
227,谁家老婆，性价比极高，花同样的钱去2个半，赚了。,[]
228,你的号是养好了，全是石！,[]
229,你真是坏的流脓你应该支付我看到这张照片的费用,[]
231,3,[]
232,3,[]
233,3,[]
234,3,[]
235,3,[]
237,3,[]
238,说实话，光靠签到升级太慢了，所以我就 复制了这段话遇评论就回，一次最少也得15 经验值，而且还能保证我的帖子不沉。,[]
239,3,[]
240,别把屎端桌上啊,[]
243,3,[]
244,3,[]
246,3,[]
247,阐述你的梦。,[]
249,不学好,[]
252,真史啊,[]
253,好美,[]
254,3,[]
260,烧了就不用找无尽能源了,[]
261,又一个圆柱体,[]
262,3,[]
264,诗人握持,[]
265,3,[]
266,现在你首要的任务是找到粉条子,[]
268,3,[]
269,你这个弱制，我来孙吧是看乐子的不是来看你搬💩的,[]
270,喜欢大奈,[]
271,总有猪为自己的懒找理由，自己懒得减肥搞上爱自己女性主义那一套了，真是猪精转世,['还得是蓝牌']
272,你这不是搬石，是搬了头生猪。,[]
273,C了半天发现是肉褶子,[]
274,搬💩还要8u夸你吗,"['合照', '合影']"
275,你老婆,[]
276,md还挺骄傲,[]
277,死肥猪,[]
278,3,[]
279,3,[]
280,乌克兰抓壮丁把它抓过去开坦克都不用油,[]
281,3,[]
283,3,[]
285,吧友拿你当家人，你给吧友端史吃？,[]
286,拿远点,[]
289,真恶心，最近看到姐妹都在说孙吧 m恶臭，我特意买了一个号来看看。本来有心理准备，结果一来看真是震惊。怎么这些男的可以这么坏，人的阴暗面可以这么丑陋，太恶心了。看完我真要去洗眼睛，呕,[]
290,这种怼的时候都省了润滑油了,[]
291,3,[]
292,地板招了吗,[]
294,别搬💩了,[]
296,3,[]
297,集美底子不错,[]
299,3,"['3', '3', '3']"
303,等世界末日就有可代替能源了,[]
304,差不多是我的两倍体重,[]
309,3,[]
310,3,[]
311,欢乐豆都要二十斤,[]
313,好魁梧啊，我也想要这种肩宽,['三倍加厚纯乳胶床垫如何呢']
314,清真教的能看吗？,[]
315,3,[]
316,3,[]
317,3,[]
318,3,[]
319,啊啊啊啊啊，宝宝你是一辆坦克,[]
320,谢邀，我不吃猪肉,[]
321,你们别太恶臭了！怎么都这么说话！人家只是生错了时代而已！！！如果是在唐朝，随便找一个城市比如说睢阳，当地人得有多喜欢她呀！,[]
324,德国当年有她也不至于拿不下苏联,[]
325,3,"['3', '3']"
326,顺从她,[]
327,你老婆,[]
328,3,[]
