floor_number,comment,replys
12,"比较有意思的是我周围的人群对这件事的态度。

稍微上点年纪的男性（公司领导）：叹气不语

稍微上点年纪的女性（同事）：这个社会怎么这个样子了

年纪轻的女性（某在校大学生）：反转了！谭竹才是纯爱战士！

年纪略大的单身女性（某工作多年，喜欢跟我极限拉扯的未婚学妹）：反转了！啊？我其实没细看。可能吧，但是还是以官方为准！我不懂政治！

年纪略大的已婚女性（某高中女同学，育有一子）：神经病吧，这通告！

年纪轻的男性（某刚参加工作的同事）：反转了？啊？？？

年纪略大的男性（我）：完了，嘲笑反犹法案笑早了！","['兄弟们，评论区的奇怪发言虽迟但到了', ['开始岁月史书了，从今天开始我的知乎一直在给我推送质疑胖猫事件的真实性，说猫姐为了流量和打赏的造谣，对猫家庭环境的各种不好猜测。已经开始刷不到大家整理的整个事情的经过了，明显变少了。', '在哪里在哪里'], '19号前，我认为胖猫舔狗没啥好说的，希望广大男性同胞别做舔狗，然后就没咋关注了。\n\n19号后，高强度对线，不好意思，战火烧起来就无人能逃。', ['我也是，舆论这玩意还是得争取一下的', '我也是看了公告才开始上线对线的，太特么不当人了'], '这明明是十几岁小青年出社会挣钱被职业骗子骗钱的刑事案件。', ['我觉得挺奇怪的，为什么有的女性觉得自己不是被骗的', '应该确实不是翟欣欣那种就为了钱去的骗子。而是某个群体里的常态，且这个群体并不小，这个群体通常面向有钱人。'], '你那个未婚学妹真笑死我，和我身边人的反应一模一样，想表达支持又怕异样眼光', ['想捞，又不能露骨地捞', '人家不傻，人家跟我拉扯很多年了，不过我早醒了'], '未婚学妹也就是在现实里对你这么说，大概率在网上是高强度支持tz的', ['没错，这样的女的没有表现出来倾向性，就是有所顾虑罢了。在网上打拳🥊往往不留余力， 跟这种人打交道要很小心，当然最好不接触', '这种人工作时候得防着点，尽量微信这种可以保留记录的交流，不然哪天就把你给坑了'], '“完了，嘲笑反犹法案笑早了！”', ['我们也有自己的政治正确'], '我跟你想法一样', ['我其实更不理解的是，这个通告的水平真的有那么高可以颠倒黑白吗？说春秋笔法真的抬举了，水平太低了，看不懂的不是坏就是蠢了', '反转了，指pm的钱反复转来转去'], '相比于微博，抖音和快手居然要正常一点', ['证明\n很多女性用户真的有儿子', '大妈都有儿子的'], '当时的心情', ['']]"
13,"这回真要睁眼看世界了

捞女怕以后捞不到钱，已经急疯了","['这倒是真的，抖音上有捞女群体还出来解释，说她们捞女是绝对不会像那个潭竹那样去骗钱的，她们会投入情感价值，笑死', ['有个女的，自称“我是爱的传播者”，保真。。', '“君不见王宝强 胖猫之事乎？”\n舔狗舍友: 她不是那种人。'], '我觉得无论男女，对于喜欢的人再怎么样也不会张嘴要钱', ['对于不喜欢的人格外残忍', '人家的意思是，她不喜欢他，但是喜欢他的钱，而他又喜欢她'], '之前抖音上有个文案很火。“你不勇敢，那她就是别人的了”（大意）。胖猫事件前，评论区各种情情爱爱后悔错过惋惜。胖猫事件后，评论区变成了，“勇敢的人在江底”“我没有51万不敢勇敢”“穷鬼没有51万没有资格勇敢”之类的', ['勇敢的人在等我给他点外卖放桥上', '女生花你的钱是你的福气'], '放心吧，不会的。幸存者偏差、赌徒心理知道吗，舔狗会自我催眠的。', ['每个舔狗都觉得自己是个例外', '没错，幸存者偏差，赌徒心理。我不会那么倒霉，我遇到的肯定不是。'], '', ['这个是正常的，就像我不觉得胖猫可怜，也不觉得tz不坏，这就是万千实例里偶然爆出来的一个罢了，但是塔下场表示这是正常的黑人问号', '但很明显也是个精致利己主义者，典型的隐藏式谭竹，她骂谭竹是因为谭竹的出现阻挠了她成为谭竹，而不是谭竹PUA胖猫的行为'], '可以去捞洋人，狠狠的爆刀嘞汇率一比七啊', ['洋人也知道了，正在免疫', '其实美国有好多留学老中被华裔女骗的'], '有空可以去某音看看玥樾的直播，给她疯狂刷礼物同时被她pua的一大把，而且很多都是心甘情愿刷大礼物，而我每次都在后边学怎么不被pua', ['那个像抖s的?', '麻烦先搞清楚什么是pua，什么是字母，再来回答吧，两个不是同一个概念'], '没事官方下场了，放心捞，合情合理，合法合规，有我们给你们撑腰赚第一桶金', ['都说了，我给你521你返给我5.21是互有经济往来'], '断人财路犹如杀人父母', [], '捞女们反复刷：“自愿给的怎么要还啊”', ['寄女狠狠寄']]"
14,中国男人去责任化任重而道远,"['拒绝规训 回归男人本性', ['题库就跑，', '在得遇佳人和遇到捞女之间，还有一个选择，独善其身。\n\n做一个在旁边看笑话的吃瓜群众，怎么都不会亏。'], '想啥二十一大法同居都能割财产哒', ['不要同居好不好，为什么要跟床搭子同居', '那就票呗'], '没有淑女，再无绅士。', [], '同居都能分房子，', ['其实甚至没有必要同居。\n除了感觉真上来的那阵子，平常生活空间里只有自己才会更舒服吧。\n典型案例就是早上上厕所，和别人抢马桶，进去了被敲门真的很容易造成焦虑。'], '首先从脱离沉迷于塔的宏大叙事开始', ['现在我最讨厌宏大叙事了 个体被忽视太久了'], '是时候推行责任有限婚姻了', ['还想结婚\n还想结婚\n还想结婚', '你还想结婚说明思想认识还不到位'], '这件事情最可怕的地方在于， 我的卡里真有50万。', ['你有点脑子有点阅历，几个亿都不怕。没脑子的人，五千块也留不住', '你已经被潭竹锁定了惹'], '学习甘地，非暴力不合作', [], '永远不缺舔狗', ['结婚率的下滑说明了舔狗这种东西是越来越少了。', '那只能说达到女方结婚标准的舔狗越来越少了'], '醒醒，现在版本发展到同居哪怕没有性行为都算事实婚姻啦', ['那是不是上班一年，就能分公司？']]"
15,"翟欣欣在号子里面拍案而起，你看看这不时来运转了么？！谭竹都成受害者了！老娘还怕个锤子？！

我只想说，以整个权威媒体集团之力，对付胖猫姐姐一个人，最终也没敢说她造谣。

那么最终Y视想表达的意思可以翻译为：","['欣欣冤死了，金莲冤死了', ['男的？那能一样吗！', '金莲人家可是真真被压迫过的，也是真真当了几年贤妻的，TZ不配和金莲相提并论'], '翟欣欣说我冤啊 好歹跟人家结婚了', ['按哥谭市法律规矩来看，那个欣欣完全可以去沉冤昭雪，窦娥冤啊', '那个时代道德跟这个时代能一样吗'], '刘鑫大喜过望，立即找律师开始告江歌妈妈', ['？难道不是江哥妈妈恶意造谣？（划掉）故意误导舆论？', '官方说的公布聊天记录属于侵犯隐私误导舆论😂'], '欣欣说我好歹跟人领证结婚这么多年，以夫妻的身份才分了这么点钱就要被判刑。TZ一直吊着人，只是以谈恋爱的名义都能开口要那么多钱，还完全没事，还有二百多家官媒下场帮忙洗白，我真是太冤了', [], '翟欣欣之所以能被定罪蹲大牢，我认为不仅因为法律层面确实可以认定敲诈勒索，也因为涉及金额巨大引起了重视，还因为特么的，受害者属于精英群体、属于跨入了资本家门槛的群体，也代表了资本和精英阶层的新鲜血液，自会有人顾及到影响、有人在背后推动，让法律绝不偏袒捞女一方，甚至从严处理。', ['杀鸡儆猴嘛，震慑一下有潜在的翟欣欣们。谭竹针对底层的这种，对既得利益者不仅没威胁，反而有助于“转移支付”和“提振消费”，对他们是有利的，因此乐见其成。同时，底层内斗也能降低人们团结度，既得利益者们能稳坐钓鱼台。简直是一举三得', '刘家也是做生意的'], '这回头不得起诉个冤假错案', [], '翟欣欣废物团队作案能和谭老师单杀胖猫比吗？少来碰', [], '各大论坛都看到类似的文章：《武大郎被害反转了》《消失的她反转了》《翟欣欣反转了》《包丽案反转了》然后模仿cq晶叉的口吻写通稿我回答里就有两篇。。', [], '这不就好起来了吗', [], '强烈支持替欣欣子翻案，他都是自愿给的！他自杀关老娘鸟事！', []]"
16,"前两天，有一对结婚的，男方给女方订做了黄金手捧花，女朋友就给我看视频，说她也想要

我说:这真的假的？

女朋友直接生气了：这肯定真的啊，你怎么一遇到这种事就逃避

后来，胖猫的事情在网上发酵......

我把这事跟我女朋友说

女朋友说，这事是假的假的，网上的事咱别信，那个所谓的姐姐都开始带货了","['有利则真，不利则假。', ['运用之妙，存乎一心', '纯爱战士一般都不会说自己是纯爱战士，倒是网上那群跟风狗，一个个都想借胖猫的事儿立自己纯爱战士的人设呢'], '快分，楼主，这波我挺你，这你都不分？不会是舍不得吧？不分可就是汤姆猫了，兄弟们贻笑大方了', ['兄弟 眼界放开阔些 别人的自行车可以站起来蹬', '租的车当然体验完了再换'], '这些女的恨自己不是贪猪，没有遇到胖猫！', ['看到有女性说羡慕有胖猫这种男友的人，不知道以后她有了儿子，她儿子像胖猫这样对待别的女孩的时候，她乐意不', '它们未必结婚。结婚未必有娃。有娃未必是儿子。真生了儿子？那到时候再说啊。'], '双标的一塌糊涂，还继续处吗？', ['答主是个文艺女青年，这个女朋友说不定是她自己。', '就是她自己吧，看之前回答就是'], '好女孩别辜负，坏女孩别浪费', ['版本不一样了而且可能还会更新,小心为妙。', '版本更新了，坏女孩可以说你QJ它，不离远点早晚进去'], '这还不分手？？？', ['难得完全同意一个中医粉', '我不搞的原因我说了啊，没钱赚的事凭啥叫我干？信的人吃一次就知道效果，不信的人不愿意试就不试呗。戴口罩都那么多人不肯戴呢，我管别人干甚？'], '我问我刚认识的女孩，她说“男女都有错”。她引用微信大V的话 “这男孩心理素质太差了，遇点挫折就寻死”', ['我跟一个单身30多年女性朋友聊这事，我以为她会为胖猫惋惜，她确却说，这男的太可怕了，要远离这样的人，太极端了。一瞬间，我就行了觉得她找不到对象是应该的', '那你问问她对杜十娘怎么看'], '驰名双标', ['一切责任全在男方是吧', '这俩一样呀，一个被窝睡不出两种人。\n答主（女友）觉得黄金手捧花假（真），胖猫事件真（假）。\n大家都是为自己利益，全员恶人，缺个能照出自己人性的“镜子”而已，就别道德judge别人了'], '她对你太坏了，还得是男人对男人好，就要男人和你在一起。', ['问竹❎ 谭竹✅', '哈哈哈哈，我好奇答主女友知到他想法不'], '那你分手啊', ['只要不结婚，玩玩怎么了？反正都收钱了', '哈哈哈哈哈哈哈哈哈哈哈哈哈哈']]"
17,"我妈，一典型的东北传统母亲。

前些年催婚的时候和我说过如下的话，

1.你得找媳妇儿啊，可不能单着。

2.婚后你得工资上交啊，给你媳妇儿。她要是没有持家过日子的能力，就慢慢培养她。你不能拿着钱，得让她管钱。你给我找个好儿媳妇儿，我家产都她的，跟你没关系。

3.你以后要是和媳妇儿吵架，你老娘我先呼你几巴掌。人家姑娘嫁咱家来了，你能让人家受气？原则性错误不犯的话，哪怕你有理，我也得先骂你一顿。

4.人家姑娘也是人家爸妈养的，养了那么些年了，也是人家父母的心头肉。嫁咱家来，那得当亲女儿养。（我:那我呢？）你？我TM都有亲女儿了，我要你干啥？你就是给我勾搭个亲女儿的鱼饵。等你结婚，我就算是有女儿了，你哪儿凉快儿就哪儿呆着去。

5.好姑娘多了去了，哪有那么多不良居心的姑娘？

等等，中心思想就一个，我未来媳妇儿那就是她亲闺女。

最近几年开始接触短视频，抖快玩儿的可溜了。

上周和我说，

“唉，现在小姑娘咋都这样呢？明事理的姑娘这么少呢？我现在能接受你一辈子不结婚了。这大环境太差了。好姑娘确实有，也确实少啊。这家长都咋教育的啊？太让人害怕了”

（我:那你之前还说我婚后给她管账）

“随便吧，你要真结婚了，也是你们自己的事儿。你不结婚也没事儿，我不像以前那样催婚了，我也想开了，确实好姑娘太少了。”

你看，我这性格开朗、接受新事物极强的母亲，都能发出这样的叹息，

那些保护自己儿子的母亲，不更加敌视给谭某站队的群体？","['这都是可以争取的群体', ['劳动妇女和儿子的妈都是要必须争取的', '一点都不懂，只是中华的未来需要她们'], '结论：妈妈们也需要睁眼看世界', ['我妈就是给人帮忙介绍相亲，才知道不少平时看起来明理有教养的女孩背地里根本不是。现在再也不给人介绍了，有人求就说“不行不行，我搞不清楚现在的女孩了”', '哈哈哈'], '之前看的帖子：说一个女生贤惠持家是对女生的侮辱歧视。\n百思不得其解', ['因为她们自己远远达不到，必须把这个指标污名化，自己才避免在这个指标上得分极低。', '责任都避开，权利一个也不放过，只要利己性，不要利他性。'], '其实你妈有一句话我觉得真说到点子上了，“这家长都怎么教育的啊？”，我是真的很好奇，什么样的家长能教育出当代中国女性', ['其实答主妈妈前几点就回答了她自己的问题了，这么上杆子舔，哪怕是好女孩也得被宠成废物，什么责任都不需要负，迟早变坏。', '富养女'], '胖猫这件事，发酵到今天这个地步，变成了持续性的全国事件。很多我们的长辈也能听到，看到。 他们催婚的思维，会慢慢改变的', ['闭目塞听的家长有很多，比如我爸妈，跟他们说胖猫的事，他们说你少看这些极端的事儿', '你应该整一个合并本发到相亲相爱一家人群里'], '老一辈女性是真的能顶半边天的革命战友。\n至于现在的么', ['以前是两个人一起顶着头顶的大山，相濡以沫；现在是她坐下来盯着你一个人背山，躲在你阴影下嫌弃你出汗发臭没情趣，看到你摇摇欲坠马上想着跑路，眼角瞥见另一颗更好的大树赶紧跑过去——主打一个“不陪伴，不陷入”的精致利己。', '因为在古代有道德和社会舆论约束，糟糠之妻不下堂，陈世美是被铡被唾弃的。但是前边几十年以来，本来一起奋斗并肩作战的夫妻，有些男方有了钱和地位以后很容易找小情人，抛弃原配，社会上有太多捞女愿意出卖青春和色相来换金钱, 导致原配奋斗大半辈子是给捞女做嫁衣。诚然有很多人品好的男性不会这么做，但是确实有部分男性看到这种现象不仅不唾弃男方，甚至还表达出羡慕和向往。自然很多女性以后不想冒这个奉献了，凭什么自己奋斗陪着吃苦人老珠黄了让别人摘桃子？而这也成了捞女用来精致利己的借口。是部分自私自利人品差忘恩负义的男性给捞女递了刀子，损害的是普通男性的名誉和利益。'], '同一个妈', ['我有个辽宁同学的妈也这样只能说这就是东三省的匹配机制呀', '别东三省了，全国大部分父母都这么想的吧，我父母原来也这么想，现在慢慢也改变了'], '所以⭕塔一体其实是暂时的悖论，因为塔内是最稳定的生育群体之一，子女们的境遇恶化到一定程度之后妈妈团就该上场维护子女了，她们比单身捞女们更能撬动能量。就是这变化的十几二十年很难熬，动乱会很多', ['有一个可能是，塔的思维没跟上时代，还以为微博代表民意', '塔的思维还停留在女性天生弱势需要呵护这个20年前的观念，完全没意识到现在已经完全颠覆过来了，加上混入内部的特洛伊木马一忽悠，于是……'], '看见现在某些人道德底线已经向下俯冲到什么地步', ['还没问题呢？', '胖猫最大问题是，\n\n\n\n\n通报的春秋笔法，和胖猫姐姐的春秋笔法，\n\n\n\n\n男女主人公没问题，\n\n\n\n\n男的是自愿给钱的，还让自己妹妹也去这么骗其他男的。'], '“儿子啊，你看北边毛子国的姑娘个顶个的漂亮，还贤惠，妈给你跑手续办个护照，你过去玩几个月，把媳妇带回家吧。”', ['实际毛子那里也是一路货色，可能二毛还好一点，传统女性可能就只剩下东南亚，非洲和非世俗国家了。', '唉，确实啊。现在连一些中东国家都开始了大毛生育率那么的，已经说明了问题，绝对不仅仅是天气冷这样，不过国人过去的话也相当于那边的“洋大人”，算是有个buff']]"
19,谭竹不是一个人，而是一个群体，这个群体规模之大完全可以做到让每个人都逃不开。,"['任何程度的算计都是基于恶意，不管是出于什么理由，只要算计了，那就是不爱，所以，中国一整代人没有爱情。', ['爱情是个什么东东？', '爱情本就是一种建构的文化，随着社会的发展总有消逝的一天，毕竟人类的欲望才是根本的'], '当今社会，女的或多或少沾点谭竹，男的或多或少沾点肥猫。谁也躲不开', ['我的观点并非偏激。我可从来没有觉得所有女性沾谭竹。而是后天特征表现为谭竹的女性才是天生沾谭竹。还有啊，群体特征只能用于分析，而基本不能用于谈论个体，所以说我为什么反驳了你最开始的言论。你的分析是对于群体，但是你将他运用于了个体，原话“谁也躲不开”。你用政治举例不恰当的，政治本身就无法达到精确精微到每个人', '再说了，性格基调天生就定好基本可以被证实了这可不是我的观点偏不偏激，这是事实'], '“我，谭竹，打钱！”\n确实只要谈恋爱就没人逃得掉', ['我已婚有老婆的人了啊，女朋友当然随便谈', '谁叫你非要谈恋爱！'], '所有让男友请吃请喝送礼物的都在这个群体，那这个群体规模得有多大', ['公告出来以后，才发现这个群体到底有多大，上下全是她们的人', '胖猫一个破代练可笑可笑，现在让大家看看什么才叫百分百胜率通天代'], '宋明理学管的就是这种人，天生的，战时战利品，平时填青楼，以为老祖宗都是傻的恶的？老祖宗最了解了。解放哥听见它们哭诉觉得该解开，实际上这是一种性癖，在外人前炫耀管它的多强大，一旦平等尊重起来，便觉得别人比她都下贱，就要开始作妖了，这就是这种人的人性', ['补充，这基因型确实数量大，古时都是门当户对做正妻，地位也挺高，这种基因型当货一样的妾室，或者青楼瘦马舞女什么的。是当代中国文化管不好她们，不能正确对待她们，才出的这些事。一件事绝对不会对任何人都是好事，比如大多数人喜欢糖，有人吃糖会死，糖尿病。这时候不实事求是了，就好笑', '至圣先师！\n\n孔牢二：What can I say?'], '这个群体现在在攻击胖猫姐姐了', ['断人财路这等于是。所以你细品。', '幸亏不是哥哥，哥哥的话已经进去了。'], '没办法除了男性🉐去责任化', [], '因为有在卖捞女的课，中国被这一代捞女给坑了', ['自由经济', '泡妹的课也一大把'], '之前以为是个例。后来发现是群体。现在发现是一个国家。', ['逆天'], '怎么不见她们会来骗骗我', ['能问出这种问题，你已经是骗不到的人了', '没钱怎么骗']]"
20,我们最近亲戚聚会，讨论过这件事。我的长辈们大多数是女性管钱，有的甚至老公工资卡上交，就拿点生活费。就这样的阿姨们，都知道这回事，还告诫我们这帮晚辈，现在的女性跟她们不一样，她们那时候都是一群婚前守身如玉的人，把道德看得比生命都重要。还说千万不能上交工资，千万要对自己好一点，如果对面动不动就要钱要礼物，直接分。,"['那个时候的阿姨们普遍真的希望家里富裕起来，跟现在的是两回事。', ['那会找一个，不论男女都是奔着过日子去的，希望日子越过越好。现在有一边起手就是要是我们以后离婚了，我怎么怎么样，所以我没有安全感我要有所保障', '那会儿离个婚算大事，再看看现在的无风险诈骗'], '这也和余告诉老妈的观点是一样的——你们那一代女性大多数都是讲道德有底线的，这很好，但是不要把你们这代人的道德标准放到当代，因为你们有道德，她们没有', ['对的，给妈妈多了解下捞城故事', '本身老妈老爹就对余找女朋友不是很上心，每次都是「同事有没有合适的？有就接触一下看看？」现在这种「随口一提」都懒得说了'], '因为阿姨们真有儿子', ['那倒不是，主要是那代人是真女权。\n\n我们这，有个女的下岗了，直接去村委会找装垃圾的活儿，就是骑着自行车拿着铁锹，跟着拖拉机，去垃圾站铲垃圾扔车斗里。\n\n为什么干这个，因为这个比扫大街多300块钱。村里看她一个女的，肯定不让她干，说男的都受不了，你行吗？去植树造林多好，一周转悠两圈就回家。\n\n结果人家女的拿着铁锹就追着村长打，还把村委会的垃圾都清理一遍。村里一看，就让她去干。人家这份工作一直干到拆迁，没有那么多垃圾为止。\n\n还有钢铁厂的女工，在气瓶厂工作，女人肯定抬不动这玩意啊！人家有智慧，用手转钢瓶，这样钢瓶就在手里转起来了，“钢瓶自己能走”。这样把钢瓶挪位置。\n\n这些都是劳动人民的智慧和毅力。现在很多网络女拳，完全搞不动这个，上来心态就崩了。\n\n一个女人要是能认为男人的工作很辛苦，很了不起，那么她这份工作绝对也能干，因为她有心理准备，有认知。而一个女人如果说男人就这点小小的力气吗？那么她肯定不行！偶尔一次行也没用，让她天天干，她肯定不行。\n\n现在大多数都是这样的，能力不行，还心比天高。', '妈妈那一代女性是真正值得尊重的，是真正顶半边天的人。'], '我妈就是典型，虽然我老爸结婚后从来没见过自己的工资卡，但是他打麻将总是有钱，而且我妈最后还拿出来差不多六十万给我买房，我都不知道她怎么攒出来的，千万别让捞女捞了去。', ['小红书的打过来了', '上一代女的也不是个个都好'], '那个年代的女性，是为了攒钱给孩子花，自家男人的爱好门清，不会卡相关的零花，但是其余支出严格控制，只为了能给孩子攒个首付。', ['是女的就把首付都给女儿花了，富养女嘛', '我觉得把孩子改成儿子比较适当'], '也只有80后95前这波男性被驯化成这样', ['并不是，一般家庭，家里谁会砍价谁管钱', '换个角度理解：谁花钱谁管钱，而不是谁挣钱谁管钱'], '首先那个年代的人是真的互相体谅，夫妻一心，再者，她们都是有后代的，她们可不希望自己的后代和胖猫一样', ['这话让我想到了岁月神偷，台风来了，任达华和吴君如一起抓着全家唯一的铺面，不让台风把铺面卷走了'], '我爸我妈就总教育我说现在是2024年，不是1984年，别啥都掏心掏肺', ['那时候还有集体意识，尤其是小集体，现在结婚很多也只是有了合法的关系', '整个社会精准切割或细分出这类捞女/仙女就好办了，就像美国的亚裔细分法案一样，精准识别，精准打击。'], '现在的年轻女人挺多自认为比同性长辈优秀的', ['会花钱会打扮会享受生活，过上小资格调≠真是小资', '最经典的思想是现在以不会做饭为荣，仿佛沾上了会做饭就丢人（让自己变成了传统女性），不会做饭 十指不沾阳春水才是小资属性。\n\n实际上我是喜欢掌握做饭技能的，这样家里我想吃什么就做什么，不吃你就滚。\n\n多一个技能 就多一个主动权不好么'], '工资上交是交到家里公账上，老婆管账，不是把钱交给老婆随便花', ['本来就是呀！还用说嘛']]"
21,"在通告下来之前，也就那样。

在通告下来之后，《是，大臣》永远的神！","['政府不在乎恶与善，政府只在乎治与乱—《是，大臣》', [], '经典就经典在说的都是普世性道理，不关乎国籍地域人种', ['天下乌鸦一般黑了属于是', '那不然呢'], '这部剧真的是神，现在的一大堆现象都被它预言了，不论是东方还是西方', ['英剧《是，大臣》《是，首相》系列，目前世界上对于政治解剖的最好的一部剧（个人想法），而且剧情通俗易懂，哪怕是外行也能轻易看懂，而且剧情在揭露社会运作规则的同时不失笑料', '当然，如果说你不喜欢政治剧和情景喜剧，那可以省略我上面说的话'], '谣言越辟越真', [], '英版让子弹飞，含金量还在上升', ['让子弹飞含金量远逊于这两作'], '有道理', [], '哈哈哈哈哈', [], '该说不说，塔虽然偏，但还是有点底线，没说猫姐造谣', ['说过，改成引导舆论，牛逼', '说过，改了'], '经典永流传', [], '真的，是系列常看常新', []]"
22,"一开始，我的小组全男性，我们看到这个事情的第一时间，基本上都是捞女厉害，舔狗不得好死。

但是官方公告出来之后

好，好，好，“正常恋爱”是吧

那不生气是不太可能的。

怕不是未来吃着火锅，唱歌突然就变成了，反贼。","['我没感受错的话，最开始互联网大部分人都认为pm可怜，但不值得同情，', ['通告还没出来他就已经是牢猫了好吧，结果一纸通告硬是给他反转了，笑死我了', '最开始只是一个🐢舔捞，最后一无所有的老套剧情，甚至一度和造谣说他没事的人55开'], '众所周知这事件后谈个恋爱会死人是常识', ['猫和老鼠诚不欺我。', '80多年前的动画这么有先见之明'], '最开始我的q群全是舔狗不得好死，以及这是被pua太过深了，惋惜但不值得同情。通告一出来，不同人转发进群里面都有十几次了，大部分人是沉默无语，少部分人破防', ['沉默无语的是破了防然而憋着不说', '做到自己不舔，还是不太难。可是自己遭难了，却还被颠倒黑白，那就很恐怖了'], '警察通告其实写的是真实恋爱。然而没多久央视下场来了个正常恋爱。', ['生死局的正常恋爱', '捞城有高层好多姓谭的'], '一开始我们是在骂捞女和舔狗\n现在我们是骂捞女和官方，舔狗我们懒得骂了，毕竟有这样的官方，舔狗是大体系下被规训出的受害者', ['舔狗舔到死都不会害人', '你不舔她能捞到你的？你说这话就相当于不责怪病菌而去责怪病人'], '我一开始就一点也不同情胖猫这小伙，但我也没想到上头能把事做得这么绝', ['绝什么绝，后面应该会有更令人拍案叫绝的，大家且听龙吟', '还真是，现在已经在逼着家属在通告上签字认同了'], '一样，一开始我对这事没什么兴趣，以为又是为爱冲锋那种剧本，或者当事人和墨茶一样，往桥头点外卖更是抽象。然而官方下场给捞女站队，加上性特们狐假虎威到处拿着鸡毛当令箭喊着“反转”搞“青蒜”的样子太唾沫恶心人，这下不关注都不行了。', ['同感，我一开始也觉得像谁，不过互联网记忆，刚开始没想起来是墨茶'], '', [], '之前有太多的胖猫，但正是因为大多数男性的“雄竞”思想，毫不同情其他男性，所以才让女权越来越嚣张。谁都会有脆弱的时候，坏人总能找到害人的机会。', [], '刚开始这事儿各种评论都有，一站台，这下评论区基本一边倒了，很明显和下面观念脱节了，没脱节更可怕，他们明着来', ['从群众中来，群众滚一边去。', '女人会在意男人怎么想？最后的疯狂了']]"
23,"因为里面充满了反差。

现实中年轻的傻男孩，游戏里却是通天代

两年赚了50万，却每天吃10块的外卖

头像说想吃麦当劳，实际上黄焖鸡都是素的

网名叫胖猫，身高178体重才120

每天高强度接单，只为了两年见两次的感情

被女友榨干后丢弃的人，实际上有爱他的姐姐妹妹

对爱情无望乃至自杀的人，和朋友客人聊天总是可爱又有趣

一边是无私付出是男主，一边是全力吸血的女主

男主死前没有死缠烂打，没有责备，甚至主动转账6w6，还有一束780的花（780是他们认识的日子）

每一个反差都深深触碰了网友，也震撼了网友，没想到世上居然有这么不要命，不清醒的情种，也有女主这样一味作恶，一味吸血的坏人。

并且胖猫的聊天记录也广为流传，与别人的聊天中他总是积极，相信爱情，但结果却是女主一句对不起，谢谢，就结束了这段感情，最终使他葬身江底。","['最大的反差在于：他完美符合，过去二十多年宣传的，如今某些xxn口中的好男人。但实际上的后果是什么？', ['跑微博和小红书、抖音上，搜关键词看看。全是诋毁的。不对，抖音好一点，好歹是有来有回的。另外两个都是一面倒。', '我在知乎不看性别挑战中获得了第一名，你也一起来试试吧'], '红尘多可笑，痴情最无聊。', ['历史就是无情对无脑的胜利史。神剧永不过时。', '目空一切也好'], '爱他的姐姐给他养大，他怕姐姐要钱最后死前还要自愿把五万转给女友', ['应该不至于，因为以为⭕那么多了，不至于冒着坐牢风险登录，真就哀其不幸怒其不争，但凡最后钱给他姐姐妹妹，我都不至于这么生气', '有人说那五万不是胖猫自己转的，是女主登他号偷偷搞的'], '我还以为被父母抛弃的呢，原来还有姐姐妹妹阿，赚那多钱也不给姐姐妹妹一丢丢', ['他甚至还有一个偷偷关注他的前女友。', '简直是后宫动漫模板'], '新时代中国女性杰出代表！', ['他死前都没想过对自己姐姐妹妹好一点，就喜欢捞女，只能尊重祝福了', '属于是睁眼看世界了'], '谁都别说谁，都是从年少纯情走过来的，自己当年还不是一个怂样。就连撕葱哥都纯情过为了自己的外围女朋友对线。这个男孩太纯粹了真的可惜了。', ['我18岁，被所谓的女朋友疯狂嫌矮，她出轨了一个187cm的大汉之后，我就再也不相信爱情了。也不相信有钱就能得到女人的心', '当然那会也没啥实力（钱和时间）只能学理论知识'], '他是个好孩子可惜来错了地方。', ['这都能反思，我是真的服', '开玩笑，就他这种，去了没有性压抑的地方更加得被吃干扒净敲骨吸髓，连渣都不剩'], '最后的最后六万六不转给自己亲人非常不理解', ['从他姐发的记录看他姐对他挺好的', '那肯定是家人对他也没有多好，家庭幸福的网友们觉得天下的父母对孩子都是无条件付出的'], '这洗脑包越传越离谱了，就关于他体重这一点，我看到过不下三种说法，有说200的，有说是在一起才变胖的，有说刚见面是200，后来减了40斤是160，到你这又变成120了。每个人都绘声绘色信誓旦旦仿佛钻到人家床底下亲眼目睹一样。就你们这些内容都不真实的小作文，除了散布对立和焦虑，到底意义是什么呢。', ['他姐直播亲自说开始200，为这女的减到160了', '都是群网络秃鹫罢了'], '我也年轻过，我21岁的时候也和他一样，还好我没钱。当然，我今年36了，我要是见到21岁的我。。。我肯定给21岁的我来个耳光，别成天脑子里都是女人。', ['成天脑子是女人也不是什么问题，但要从经济上考量，谈情说爱和结婚的性价比不能比三百一次的性价比低。', '是的每个人都有青春，我年轻的时候为了一个男的自己跑去见他，还倒贴，现在想想想扇死自己，青春啊']]"
