floor_number,comment,replys
18,"小米冲的不是高端，是实惠。

别人家冲高端想的是，我成本4000，怎么才能卖8000，我就说这东西是尊贵的象征，是纯手工打造。

小米冲高端想的是，我也想卖8000，那我多给点配置，让东西值8000，我告诉大家我到底提升了哪些配置，哪里的技术细节改进了。","['雷军啊，就是太实诚了，定价3999还要说服高管，定价3999还要犹豫，开发布会还要跟观众解释今年这个材料涨价、那个材料涨价，手机还上那么多配置，最后价格唯唯诺诺的硬挤上3999，学学隔壁，这吹一点那吹一点，定价6999，都不用出院了，直接当院长', ['能改善普通人生活的生意，挣钱就是高尚，偷鸡摸狗，损害普通人生活的生意就是低贱。', '说的像雷军忍痛赚钱似的'], '良心小米。99亿都是怎么来的', ['讲谁实惠的时候，你说xiaomi利润多；讲谁盈利能力强的时候，你又说hw利润多。', '别吹什么良心了，小米是买办啊。买办不就是这样，住在加拿大，在加拿大买大别墅，全家都用苹果产品。'], '让我想起了小时候看的故事，一个镇子有三家药店。一家就以次充好，卖假货，一家货物一半真一半假，还有一家只卖真货。后来，以次充好卖假货的发家了，开了好几家分店，号称从原材原产地进货。半真半假的也发了点财。只有那家只卖真货的，倒闭了。', ['其他的不论，小米在硬件上确实没有坑骗过消费者，系统这块那只能说明他技术水平的问题了，毕竟再好的药材也得要好的医生来调配才起到承上启下的作用。', '太真实了，这事也只有药店能干得出来。换其他的什么肉铺杂货店，质量经不起检验只会倒的更快'], '小米 Mix Fold，原价10999元，发布9个月，降价4200元；小米 Mix 4，原价4999元，发布3个月，降价1700元。\n小米不想赚大钱？ 不，它只是没能力', ['冬天西瓜十块钱一斤，夏天西瓜五毛钱一斤。你觉得你冬天吃瓜吃亏了吗？手机这种东西，一年都要更新换代了，九个月降价有啥可说的。', 'P60p三个月降价1500算什么，这个应该算是高端机吧？'], '说自己尊贵象征的8848已经死了，现在的高端哪个没点人无我有的东西？苹果的系统，三星的屏幕，华为的通信，这些才是支持溢价的东西', ['人家8848不是死了， 是赚了钱拍拍屁股走了。', '怎么？小米没系统，没屏幕，不能打电话？'], '系统一堆BUG，断流断触那么多人反馈，堆料再多也没用', ['确实，还不如nova11se堆料足！', '问题是也没堆啥料，米粉觉得堆料了'], '感觉像宗教', ['不如说隔壁，因为说9000s不如8g3，我已经被开除国籍了', '应该说像传销，隔壁两个是宗教'], '配置没输过，体验没赢过说谁呢？', ['还搁这唯心呢?配置都没赢还怎么赢体验?配置可以实打实量化靠游戏给出结论，体验是什么?千人千面', '华为'], '然而，雷米最高价的折叠屏手机，用料做工都是最差的，设计缺陷更是漫山遍野。高价直板机单那个了色外观，整机就只值1000', [], '高端≈高溢价，没有高溢价就算能卖高价，也不能算高端', ['nova11se的溢价可能比小米14还要高，但你总不能说nova11se是高端。', '我就喜欢高价但是没有高溢价的东西']]"
19,因为他一直鼓动他最想摆脱的累赘客户群骂他最想要的目标客户群。,[]
20,"我以前喜欢听相声段子

现在爱看网上回旋镖","['我把雷总和米粉的话重复了遍，他们就说我黑小米。', ['雷军说友商：有本事你拿货来卖呀。\n网友：小米汽车有本事拿货来卖呀。\n雷军：那要看谁家的888。\n网友：小米11骁龙888果然和别家888不一样', '你说的对，但不如小米手机拿出来坐飞机可以免费升舱，打车可以免车费'], '好像记得小米还说过手机像素不是越高越好，结果小米出了个一亿像素的', ['没有高刷就是割韭菜，k30 60hz，散热面积越大越说明没技术，把我逼急了跟你们科普挖孔屏技术不成熟的地方。redmi全面普及ip68和无线充。综合硬件利润率不超过5%。不要老是说888翻车了，那要看看是谁家的888', '好像还是19年小米9时期左右吧，当时唬得一愣一愣的。'], '米粉嘲讽华为p月亮，米上了', ['真的吗? 我11ultra怎么自动P了.', '不对，华为只有Ai模式才有识别月亮。关闭用正常模式可没有。'], '小米就是靠博取流量，提纯米粉而生。这公司能赚钱，但是手段真是LOW B。', ['哟，华为用技术博取流量，小米用啥技术？营销技术？', '卢伟冰？'], '我一直觉得网络有一群人，他们不是反华为，而是反华，你可以不喜欢用华为的产品，你可以主观认为不好用，但是你不摸黑别人的成果和成就，鹰酱举国之力封锁被你贬的一文不值，不是反华是什么呢。', ['华为只是被制裁的几百家公司之一，那几百家违了什么规？长存违了什么规？', ''], '越来越讨厌粗粮，越来越厌恶雷布斯的那张伪善谄媚的脸', ['雷不群一直是这样的', '还是你精准'], '出事前：投资尊湃，我米布局你越来越深；出事后：小米仅是财务投资', [], '小米的回旋镖太多了。', ['哪有余大嘴欢乐'], '', ['上次用这句话回复了微博的一位咪系kol，结果被拉黑了'], '这次是自研还是联合研发', ['这次啊，是偷偷领先', '你觉得的华为的自研和粗粮的自研是一回事吗？']]"
21,21年电信找人做卫星通讯，结果找了一大圈人，是既不想出钱又拿不出人，能接招的只有华为，大半年就搞定微信信息，现在又搞定了卫星电话，然后其他人又坐不住了，跑出来说要技术共享,"['最搞笑的是一众收钱办事的大V天天说其他友商也搞掂卫星功能，就是还不能用', ['之前看过视屏，人家总经理直接来了一句，他们搞不定', '嘘！不是搞不掂，是还不想上这个功能，嘴上功夫谁不会吹啊'], '事情是电信找上门的，结果找上门之后傻眼了，华为决定要搞得事情，那效率把天通干懵了。', ['中兴那个还是有很大差别的', '19年中兴发布了手机'], '“8G2卫星通讯烂大街”“成本十块钱”“华子独占期”“不知什么原因砍掉了”“非技术因素”警告', [], '这事情谁也造不了假，因为如果谁都能随便做出卫星通讯和电话，那么从2022年mate50出来后，我还期待其他厂商也陆续开始上线这个功能。后来发现，没有就是没有。也就算了。要求共享这也太吃相了吧？', ['把那么大的卫星电话小型化到手机里，这不需要技术？还是别的厂商都认为这项技术没用？', '你说的卫星电话有多大？一般人会买吗？'], '卫星通信是6g的一部分，华为一直在搞技术积累，然后技术研发装在了手机上。通讯基站的电力管理技术用在了问界汽车上，比比亚迪这种先入场做汽车的还做的好。超级快充技术华为的目前好像是最快的。庞大的技术积累想不赢都难', ['百度搞那么多年智能驾驶，结果华为先出产品', '看啥视频，你就正面回答它属于工信部《汽车驾驶自动化分级》哪个级别不就行了，不用撤这那的，以官方标准评价'], '某些公司和我司一样，都是那种不见兔子不撒鹰的风格，但是一般情况下，当看到兔子的时候，已经竞争不过其他鹰了', ['这不就是某米吗，莱卡、自研、屏幕、芯片', '小米14u还刷过一波搜星速度比华为的快，后来发现小米10也能搜星成功后，好像就不提这茬了'], '天通基带芯片供应商有华立创通，中电科和几家民企，芯片好拿，不会拿不到。但难点在哪里呢，地面到天通卫星的距离是3.6万公里，按照常规的语音通信，天通手机需要有几个DBI的天线增益，才能满足空间无线传输，所以之前的天通手机都要伸出一根棍子，就是为了高增益，让信号到达卫星。\n好了现在华为把天线集成到卫星整机上了，还保证了星地的射频通路不断，这才是MATE60的突破所在。\n天线小型化很多人认为容易，其实不难，都是基于麦克斯韦公式的，我想其他手机厂商的设计师应该没有忘记这个公式吧', ['天通手持设备射频输出2W，普通民用手机0.5～2W范围，有啥可怕的。又不是一直发射。这伤害不知道有没有太阳光的辐射伤害大', '我不清楚，不是我设计的，用啥工艺和材料不清楚，不过可以猜猜一下，这个手机比较宽，估计是为了天线集成妥协的，华为应该有很好的天线模型积累，所以能完成这个设计。'], '兄弟啊，捷足先登是要靠凭本事的呀', ['我米也积累了不少啊，是不是都送给印度三哥了？', '小米跑到印度开公司，手把手的传帮带，扶植印度通信产业发展，然后印度不领情，反手罚了几十个亿的美刀，猪八戒照镜子，里外不是人'], '华为一年1000多亿的研发资金，几个友商加起来都不够啊，怎么搞真科技，科技是要砸钱的。', [], '因为华为是靠营销吃饭的，只要有噱头，不管有用没用，都能收割到老百姓的钱。但别的厂商做这种噱头功能，完全是赔钱。', ['华为用莱卡。小米用来卡，华为用自研系统，小米也自研', '这话说的，小米不擅长营销？以前华为手机出着的时候，那一群米系KOL围攻群起围攻华为的场面没过去多久吧']]"
22,"确实挺难的！

领导换手机，问我用的什么手机！

我给他推荐小米，结果他来了句“那是你们小孩用的”！

完了他买了个荣耀折叠屏！

还有最尴尬的一点是同事买了个小米折叠屏！

出差我们坐一个车，他拿出来的那一刻，一车人惊呼“我靠，华为呀”！

然后他说是小米！

结果…………整个车厢静默了！

为了打破尴尬，后面就聊到雷军身上了！

政企，商务人士对手机的诉求不是参数，想冲高端光堆料是没用的！

人家追求的可能是质感，体验，话题度！

小米要好好琢磨琢磨了！

必要的话就要再分离出一个子品牌来冲击高端了！

而且千万不要再搞什么“我们搭载了全球首发的高通骁龙xxx”这种了！

现在国内真不兴外来的和尚好念经这套了！

今天单位来一送水的，推荐他们公司的水，说质量特别好！

说是根据日本科学家的研究，还有神马乱七八糟的说了一大堆！

给一圈领导听的直接战术后仰了……

他口才其实可以的，就是念经念错方向了！","['人家领导高情商，说这是你们小孩用的。不客气点直接就说了这是屌丝用的。', ['大概率是高情商，但也可能是实话。以前我给我妈买过一个小米手机，刚到手不久就说巨卡无比。这手机就适合发烧友拿来折腾拿来刷，什么内测版稳定版，我用手机这么多年从没关注过这些东西，更别提年龄大的人了，根本玩不来。后来给我妈换了个nova，舒坦了', '确实 跟某些24期分期付款的高端人士没法比'], '这年头还日本科学家，推销的怕不是核废水', ['用词不当 是核污水', '马桶水'], '我就一句话，你让小米悄咪咪的上市新款旗舰，不开发布会，你看它敢不敢这么做。检验一下品牌的真实力度。', ['把对华为的打压放一半给小米身上你试试', '米粉哪里在乎这个，毕竟小米给高通痛快交钱，给华为的专利费硬是拖到法院强制执行'], '小米得想办法上个美国制裁名单，有白宫认证立马高级感上几个层次。', ['领导觉得low，很委婉的说，就和我刚到单位给领导推荐阿迪耐克mlb，领导只是笑笑说年轻人穿着挺好挺时尚，结果后面才知道人家一件起步都是3000', '这难说啊！我倒现在还纳闷为啥我们领导会觉得小米是小孩用的！产品有自己的定位和客群正常，小孩用的什么鬼……'], '敢说堆料不行 米粉分分钟来冲你', [], '证明一件事，高端得靠洗脑营销', ['确实是，美国天天宣布制裁华为这个那个，不知道的看了新闻也知道华为了', '那可不，lv，劳斯莱斯，这不都是'], '不巧，雷迈扮又宣布首发高通了', [], '你咋不一车人泪流满面呢，华为的海军就这么夸张吗', ['果粉看看自己手里带有三哥体香的iphone，也会不自觉地挺起胸膛', '不如小米高铁排队看手机'], '你也没见过啥好单位', ['好单位是小米独立团这样的\n你看看他们多么热情善良', '好单位是小米独立团这样的'], '我米13u，同事说你这手机，华为的哪个啊，摄像头这么大，我说小米当家旗舰，同事:抄华为的', ['有什么不和谐？对小米的偏见这么大', '以手机来划分阶级也确实是挺无趣的做法']]"
23,"名字没取好吧可能。

小米小米，一听就是小巧可爱，小家碧玉，难登大雅之堂。

改名的话，可以考虑叫

华米。","['雷米', ['五行融入系列命名，金米 火米 水米 木米 土米，国风拉满，土到极致就是潮，可以圈一波国内国潮风', '这个挺好'], '我感觉国米更好', ['国米给你多少钱？我ac出双倍', '我还尤文呢'], '苹果一听也不是啥值钱东西', ['但是它叫iphone 呀', '懂了 小米改名叫Millet'], '不如叫哈基米', ['叫阿米诺斯', '太萌了点，爵士hold不住'], '可是华米是小米发展出的子公司吧我记得是做手环这类智能穿戴的', ['想多了，华米就纯靠小米起家的，不然华米现在还不知道是哪个小作坊。华米现在上市，只依靠小米风险太高，对资本没吸引力。\n小米生态链的那一堆小公司，如果没有小米的订单，你以为他们都能发展起来？', '“小米压根不采购，就卖个小米生态链小米优选的logo然后就没了。”\n你知道小米手环之前的制造商是华米吗？小米手环在小米之家，小米商城都有售卖，这是你口中的就卖个牌子？动动你的手去多了解一下新闻行吗？\n一个公司，通过自己的渠道去售卖生产的数据线和充电宝都有问题？华米就是不愿意把健康数据和小米共享，且不愿意自己的客户过于单一化，所以和小米渐行渐远。紫米作为一个个体公司，自己去售卖自己生产的商品，有什么问题？\n你知道华米是上市公司吗？知道企业财报吗？你连这些都不知道，就根本没明白华米和小米分家的原因。'], '中华大米', ['你这个跟五常大米感觉没什么两样，感觉真是卖米的', '这个好'], '小米加步枪 小米这个名字挺有意义的', ['最早想叫红星手机的，但被二锅头品牌注册了，本来又红又专的名字。'], '苹果这个词也不怎么高端啊', ['确实，苹果根据其图标造型，我建议改名叫“烂苹果”。', '你这名字怎么有声音啊（'], '小为', ['不如叫大为，意为“大有可为”'], '不如叫金立吧', ['卢伟冰∶']]"
24,"2024年3月补充

龙晶陶瓷到底是不是玻璃？

—————————————————————

至今还记得卢伟冰用“猪肉论”黑华为的旧事。

今年又听说雷大善人给印度输送整条手机生产线后被赶出印度，帮助印度获得手机制造能力的光荣事迹。

小米确实值得一个印度高端。","['我觉得小米最low的言论，一个是猪肉，一个是被美国制裁然后取消之后，发布会大喊“我们赢了”', ['还有华为被制裁的时候嘲讽华为出不了新机', '雷的那句有本事你拿手机来卖啊，让我对他的印象大打折扣。'], '用不坏的ov，修不好的小米', ['我用的gt neo5确实也有点卡。但小米我是真的用了一次就不想用他任何产品。当时买的小米十一青春版，没到一周指纹按键按不动了没法正常使用。我去找小米维修点，他们给的说法是进水了，不是我看到进水了才叫进水，然后质保没了只能自费维修。后面指纹按键又是按不动了，返厂维修，修完用着依然很难受。', '没有吧，貌似iqoo系列脱胶的也有'], '虽然以前小米也有过蠢坏的行为，但总体我对小米是正面印象。\n自从猪肉论一出，彻底败光我对它的好感。换手机再也没考虑过小米', ['小米实诚多了，当面就说用户是屌丝，一点都不背人', '这个事情就充分说明小米做高端为什么那么困难，卢伟冰说的是你家猪肉不好吃不能用自己养的来做借口，最终还是得产品力说话，然后就被花粉解读传播为卢伟冰看不起自研。市场就那么点，你对吃一口别人就要少吃一口，你以为的商战是大家拼技术拼产品力，但是真实的商战更加残酷，技术产品知识一方面。国内都不说了，国外抢生意做了多少见不得人的事情你百度下相信应该能找到，反正出事了就是员工的个人行为与公司无关。'], 'made in india 不就是小米的logo吗？', ['还是日本人设计的', '保时捷是日本人设计的？'], '以后会有更多国内技术被雷桧带给印度的，美资公司还是靠不住啊', ['技术扩散是没办法的事，但一边扩散一边送钱这种事，还是少见的。', '不少见不少见，光是评论区就见到M、O、V、H四家了，信源请详询评论区各位大佬'], '最离谱的是芯片沙子论，一个高科技的ICT技术公司领袖说出这样的论断，就很离谱', ['所以算不得高科技公司，应该属于营销公司', '一群投机倒把的凑在一起了而已'], '华为开始收取专利使用费后，雷米第一时间申请专利无效。', ['小米交高通专利费上杆子交\n为了偷华为专利、不交专利费，起诉国家专利局', '不然呢？我说你欠我钱，你会乖乖给我？\n商业纠纷多了去，哪个不要打官司？不很正常？'], '', ['是比华为上交的18亿美元多', '高精技术自研不够是得“咬牙”'], '脸有没有肿？阿三把钱退给小米，荣耀却上赶着把生产线渠道都送给印度了。', ['零时工荣耀', '荣耀跑路了，而印度小米还在继续迭代。'], '不管怎么说吧，也算是有一个世界大国给小米代言了，就是代言费贵了点、咖喱味重了点', ['就跟日不落帝国给大清“代言”差不多']]"
25,"曾经有段时间，我也很认真的想吹小米。

于是我仔仔细细地看小米发布会。

发现小米从头到尾都在讲，自己用着的屏幕多牛逼，用着高通公司的处理器多牛逼，镁光的内存条比镁光上一代的性能又提升了多少，自己的摄像又是买的最新的索尼等等。自己的成本有多高多高。

这种一直强调供应商，其实就是想告诉大家，我们的手机采购成本很高。

最后落脚点在，我们的手机，价格很便宜。

换言之，我的手机，性价比高。

我很少在苹果和华为的发布会上，听到这两家企业长篇累赘地介绍自己的供应商，原因很简单，你是来买我苹果手机的，他是来买我华为手机的。

我的客户，是为了我的产品而来，不是为了我的高通处理器，三星屏幕，索尼相机而来。顾客买我的手机，是因为我是华为手机，我是苹果手机。

记得以前小米发布会还讲过，自己手机成本多高多高，然后雷军亲自跑到董事会上，说破嘴皮，费了九牛二虎之力，说服董事会降价。

我一直想吹小米，但小米真没啥好吹的。

总是强调自己的性价比，毕竟性价比用户是雷军的基本盘。

小米如果始终摆脱不了价格竞争的桎梏，那免不了高端之路困难重重。","['罗永浩：“都是玩供应链的，谁也别和谁装XX”', ['后面老罗接着来了一句，除了华为', '还有下一句呢，别说一半啊'], '小米能做的，OPPO和vivo都能做，甚至联想都能做，凭啥它能高端? 凭雷大善人的are uok？', ['别瞧不起oppo，人家是电信设备进网许可自检自证的五个企业之一，5g专利前四，小米拿什么比', '大印帝国不吃这一套'], '得D丝者得天下，如果不是深入人心，我是不信一个女的会把这句话当口头禅', ['你的意思是她写在演讲稿里面了？', '演讲说的一句话，什么口头禅。'], '说真的，小米只是看起来配置高价格便宜。实际使用体验不如oppo vivo .手机不仅仅是cpu，还有其他东西的。oppo vivo看起来价高配置低，用起来其实很流畅，而且很耐用。', ['我要手上用的不是x90超大杯我就信了', '橘子系统就是比miui流畅'], '但是他便宜，老百姓也需要便宜好用的产品。', ['便宜就好好树立一下自己性价比高的形象啊，为什么一边当着组装厂一边哄哄唧唧说要冲击高端', '所以小米高内销量不高啊，因为他不是便宜好用的东西啊'], '质优价廉才叫性价比，如果能提供同样的体验，华为卖6000，苹果卖9000，那我们同样可以说华为也是性价比，但是华为并没更多的强调价格，而是把着力点放到了提升性能和体验上，还是卖6000，但是性能和体验更好，那就性价比更高。而小米是把重点放到了价格上，但是在性能上却无法完全把控，2000块钱匹配2000块的体验，那不是性价比，那叫一分钱一分货。如果下代产品降到1800了，原则上应该是性价比有提升，但是你不知道体验是不是也降到1800了。当他试图拿出一个体验是5000块的机器时，你期望价格仍维持3000，这将被定义为“是来搞事情的”。', ['苹果：在顶尖供应链能力内定制最顶的硬件，但是硬件不重要ios才是iPhone的核心。小米：在供应链能采购到的情况下给到旗舰的硬件+口碑尚可的MIUI+合理的定价，给出一个不会出错的产品体验。华为：遥遥领先，遥遥领先，遥遥领先，遥遥领先……', '自然之母，环保手机'], '这个完全不相干、不矛盾，反而很亲民，任何产品公开透露自己用料是一件极其正常的商业宣传行为，包括高端、奢侈品等。\n\n用料是给内行人看的，这不代表低端，低端的销售方式是仅用价格、服务取胜，而非品质和用料。', ['这么跟你说吧。\n我知道你这西红柿是来自大洋彼岸的新鲜采摘高品质番茄冷链空运而来，鸡蛋是规范化农场特种无菌蛋，用的油更是特级初榨橄榄油，水是高山千年积冰自然矿化天然水，但是，我点的是西红柿炒鸡蛋，你这一篮子优质食材扔到我面前我无福消受。小米最欠缺的部分就是展示自己的厨艺，就是说明哪些东西是我小米自己搞的，别人搞不定', '你这个评论逻辑是通顺的，你可以直接翻译说小米是低端组装厂，没有高端的软件整合能力，无法发挥硬件性能，打个比喻，华为是三星固态级别，小米是爱国者固态级别之类的比喻。\n\n但是，我不反对其他观点，我只是认为楼主说的不妥，宣传用料从来不是一件坏事，也不是低端的问题，这恰恰是每个消费者的知情权，小米做的没错，这个也不是小米的缺点，我认为这是从商的优点。'], '苹果 我们自研了XXXXX，比上一代强XXXXX，更快，更流畅，更创新。\n华为 我们自研了XXXXX，比友商强XX%，遥遥领先，领先25% 。\n小米：我们首先使用了XXX的芯片，XXX的屏幕，XXXX。。。\n\n时间长了，品牌力的区别就出来了，给人的印象一个是有实力的组装大厂，一个是有实力的研发大厂。', ['这种所谓的联合研发只能保证比别人先用很短一段时间来保证领先，换句话说这玩意都是供应商给的，只是先给它用而已，别人很快也能用上。这种领先优势打的是时间差，没有实质意义上的差异化。\n存在的最大问题是，在商言商，供应商可以选择先给你，也可能会因为钱选择别人，除非你和供应商成为特别紧密的利益共同体。\n苹果和华为的模式就是差异化，你有的我都有，我有的你的供应商没有，你肯定没有。\n就算供应商搞出来了，他不行，你也不行。我搞出来了，我想怎么拓展就怎么拓展。\n你有的我没有，我也能快速研发跟上。\n这种自主权，赋予了企业掌握节奏的能力。所以那几年市场就是这样，高通行的时候，他们行。高通不行的时候，他们就不行了，这样其实是非常被动的。', '“人无我有”'], '这是不是充分说明雷军归根结底还是个搞技术的，不是个商人？', ['这恰好就是商人啊靠买别人的东西卖差价赚钱算啥搞技术的。', '一看就没接触过制造业。你去看看什么类型的制造业利润是要高的。对上下游厂商影响力是不够的，只会讲成本的一定是组装厂。美国一句话就可以等解散了。\n\n\n\n\n前段时间的某芯片设计团队为啥解散，没有真本事的厂商是扶不起的。\n\n还说搞技术不是商人，搞技术出身的更好压低成本以及管理，而不是不追求利益。对市场没有一点认知。一个企业不讲利润，跟你讲人情世故吗？企业是为了盈利的，那个企业没有从商属性。\n\n\n\n\n能做出品牌价值的企业，不一定是各项全能。但是做不出品牌价值，企业能力必然存在缺陷。'], '没看过12su和13u发布会？', ['看了，一半时间吹莱卡', '你别说人家就是这么吹的，一直徕徕徕，从开始怎样不注意到合作开发，就死活往上凑']]"
26,"“让每个人都能享受科技的乐趣”

雷军抱着这种携民渡江的思想，就注定不可能占下荆州。

诸葛亮来了也不行。","['那菊花就是曹贼了，那句话怎么说的，汉贼不两立', ['哈哈比喻恰当，司马老贼才是赢家', '最后取代曹贼的那岂不是荣耀'], '雷总跟先主真挺像的', ['哈哈就是不知道他怎么摔自己孩子', '请问你参考的是哪一个先主像'], '小米要是真的是这种想法，那他年年冲个鬼的高端，这已经很高端了，可以说大厂里无人可及。高管要么是战略不清晰，要么是嘴上全是主义心里全是生意。', ['没人听你那些长篇大论，我们看到的事实就是，滑伪为了割韭菜，子旗舰的手机成本甚至连100块都懒得出，2023绿色主板的手机，全世界独一份你都说了论迹不论心，滑伪自己除了海思，真没什么拿的出手的东西，要不然也不会一路靠行贿开道了', '现在小米海外收入也比国内多了，然后呢'], '雷圣！', [], 'xxx体验中心:穷人凭什么享受科技', [], '蜀汉先主被黑得最惨的一次', [], '让每个人享受刷机的乐趣', ['刷机的乐趣没有了，解锁bl锁难上加难'], '幽默感拉满了', [], '雷军可能是这么想的，但小米公司的董事员工可能并不是', [], '大善人啊！肉麻且尴尬', []]"
27,什么时候这些图成真了，小米高端化也就成了，加油吧！,"['经认证毫无威胁，十分忠诚。', ['忠诚重点圈起来，肯定考', '毕竟都姓雷'], '小米：不是每家企业都想卖东西去伊朗的', ['伊朗：想多了，不是说是个企业的东西我都会要的', '小米尽薅国内供应链了，死命的压厂家的成本，以致很多工厂都不做小米的单了，'], '小米连个美国代言人都没有，谈什么高端？', ['我们西工大，新疆被制裁一定是惹事了，对一定是这样的', '什么违反合同，真违法了为什么要把孟晚舟放了，下次美国发个规定一美元收购华为是不是也要遵守，站起来，不准跪'], '哈哈，华为保护小米隐私。有兴趣网友可以自己去搜搜。', ['你永远无法想象米粉的脑回路。人家卖6999，你卖4999，这不明显是不同赛道的嘛，而且你价格低应该更具竞争力。结果极端粉丝们说这6999是智商税，只值2999。人家真金白银掏钱的用得着你说，没钱人指导有钱人怎样花钱真是极度愚蠢的事', '不是自诩高端自我研发吗？那干嘛不用自己的呢？是造不出来吗？'], '看看这群人的发言，就知道为什么小米成不了高端了', [], '小米：不是每家企业都违背合同办事的', ['小米：美国人定的规矩就是天，谁也不能越雷池一步！（华哥你别冲了，这样显得我很废物）', '美国的前总统特朗普还有一些议员都在空开场合发表过，制裁华为就是为了打压中国的高科技产业，还隔着扯合同呢？协议只是一个借口'], '非常认同，现实中雷蒙多应该是举着一个小米手机说，（相比华为），这才是我希望看到的手机。', ['米粉：真的吗？哎？红动尼？我们被美爹首肯啦！'], '华为不仅给美国送钱最多，一千多亿每年，而且自称美国永远是好朋友', ['没毛病啊，说这话当年是特朗普自己断了这些生意的哟～感谢他帮助中国科技企业独立自主，有些组装厂该反思为什么美国提都懒得提自己，反倒被印度薅了个爽', '先不说1300亿这个数字是否属实，就算属实这点钱占华为的器件成本比例几何？有粗粮高吗？'], '不是每家企业都会把员工送入监狱', ['你这么关心员工福利，你一定是个好人吧', '比如“冉冉新国货”——小米？'], '什么时候国礼送小米，机关单位大量采购小米，政府为小米背书。那真是小米高端了。\n-------说另一个赛道汽车，如果小米能造出一百万以上售价车并且月销量1500以上那就真高端了（1500月销量在豪车销量排行里前五名）。', ['国礼送过小米MIX，然后古巴伊朗和美国有冲突，美国一声令下，小米直接远程锁死了包括古巴伊朗境内，包括国礼在内的所有小米手机\n\n\n\n\n差点闹出了外交事故', '小米曾经出现过骚操作的，远程锁了古巴地区的小米手机。所以作为国礼还是会慎重点的']]"
28,"小米前9号员工李明在微博上谈了自己对华为Mate 60 Pro发售的一些看法：

华为的兴衰，往小了说关系到几百万人的就业，往大了说关系到中华民族的复兴，还有什么比这个高端的吗？




02:55
中国有华为","['这目前这个时段，无论哪家公司能够突破美国的技术封锁，都会跟华为一个待遇。', ['就放在现在，哪怕是一年后，如果哪家手机公司能突破芯片封锁，照样能吸引一大波粉丝，奈何只有华为能突破。', '那为什么其他国产手机商还是用的高通骁龙设计、台积电或三星生产的芯片呢，有本事倒是也用上我们自己产的芯片啊，难道国产芯片只给华为代工不给其他厂家代工吗'], '但凡这几年其他任何一个国产品牌有自主研发过硬的东西，也和华为一样被热捧！奈何给你机会不中用啊', ['中兴被美国一拳暴击当场休克了。恐怕担不起硬汉形象。', '比如这两年卖爆了的比亚迪dmi混动汽车'], '这明显不是小米的价值观', ['所以离职了吗', '按知乎的话术，就是下海了'], '小米把买水军的钱用来搞芯片，澎湃早上市了。', ['把发给雷军的钱，用来研发，也能搞出来了。\n任正非身价两百多，雷军“不知情”的情况下，被发了半个任正非。', '确实'], '所以他就“前”了', ['与小米价值观不符'], '小米信奉的是中庸文化：“微创新，性价比”，这种气质比较适合普惠产品，硬挤高端局的确有些局促。而华为坚守的是奋斗文化：“不破不立，遥遥领先”，迎合少数高端阶层的情绪价值。人以类聚，物以群分，无他！', ['发烧友会讲性价比？发烧友是音响界常用的名词，但凡自己敢叫一句HIFI发烧友的，那个不是几万几十万几百万设备烧起来的，一根信号线电源线都能花几万的。发烧友讲他们啥都行，怪诞、偏执、钱多人傻，都行，说他们性价比，那是骂他们。', '作为米粉表示赞同你说的'], '悄悄个 P，那天全是推送', ['你都偷偷告诉一百个网友了，到处是你的回复', '全网推送的平台都开专栏了吧？'], '有些米粉来碰瓷华为，说真的，华为连正眼都不会看一下小米', ['曾经也算正眼看过以后，在手机业务上，华为大概率不会提小米了，掉价'], '至少比小米的os静多了。', ['对比要控制变量，跟鸿蒙出来的时候比一比呢', '鸿蒙呢？'], '毫无疑问的成功了 其它品牌也可以效仿的啊 做不到就是做不到！！！ 在这诋毁什么呢...互联网上的喷子罢了！！！', ['你大可以让别的手机拿出自己的东西，哪怕用的国内供应链也行，而不是用国外的东西，华为手机真的用国内供应链也真的有自己的东西，你米真的没有。', '额，这。']]"
