floor_number,comment,replys
11,"刘国梁：这么多的资源砸下去，谁上谁不行啊！！

答：王楚钦不行。","['刘国梁： 这么多的资源砸下去，谁上谁不行啊！!\n王楚钦：不行！', ['让我上和让32强上效果是一样的，都不能夺冠。', '差不多一个意思。\n\n差不多得了。'], '他人还怪好嘞，一次又一次证明自己不行。', [''], '有时候都怀疑王头身边是不是有谁是重生的，上辈子被他折磨的透透的，这辈子翻转了再也不帮他了', ['拍个短剧，我出一百'], '骰子是宠粉的，从来不让我们黑粉失望。', [], '王:遮样不太好吧 你给我等遮', [], '黄磊：你就说我能不能教刘国梁乒乓球吧', [], '不许自问自答', [''], '老年从不缺从头再来的勇气', ['干了这碗孟婆汤，来世还当32强'], '你名校毕业，天天送孩子上学放学，还花钱请名师补课，结果他每次考试都不及格，你能不绝望吗', ['你还漏了一个细节，教练甚至还教了他考场怎么去瞄（遮）别人的'], '专门去了解了一下，现有资料中给王的资源主要是大赛保送资格以及双打团体名额，关键乒乓球都是现场竞技全程直播啊，光给名额不给实力不是等着上电视出洋相吗？', ['', '好像说是选拔参赛名额的比赛没有直播只有结果，多的就不说了，服从组织安排就完事了']]"
12,"还记得那句非常著名的话吗？

我让谁上谁就是世界冠军

结果他们的尊严与傲慢被自己的棋子摔得个稀巴烂，还不敢轻易换掉他（换掉棋子等于承认错误），可不就难受得要死吗？","['郭德纲也说过类似的话，“我捧谁谁就能火，这都是有程序的”，结果岳云鹏之后一个也没火起来，还是要看个人实力的，有些人再捧也火不了', ['岳云鹏能火很大程度是因为电影', '岳云鹏的火和相声基本功无关'], '确实是，当时看录像，一个多小时来着，刘国梁在队内赛后做总结，有说过类似的话。\n但当时的意思我觉得还是立威，让尖子队员摆正态度。\n现在来看，他不会真信了大满贯谁都能靠资源堆出来吧？\n【刘国梁训话国乒队80分钟合集！睡觉前没事放着听贼催眠-哔哩哔哩】 b23.tv/B6hwB0X', ['立威也不会说太离谱的话，一般这么说那是真的信了'], '自己的棋子？现在我看他像特么骰子的棋子', ['j隊的棋子，头儿只是遥控器信号接收器'], '可惜他没选到第二个马龙。。。', [], '阿斗怎么扶，也扶不起', ['但是阿斗好操纵，有点本事的人都不好操纵。', '你别说，阿斗和阿头都是isfp'], '这是二王一马樊振东给他的错觉。', [], '赌上了身家性命，结果筹码是这么个玩意', [], '郭德纲，乌尔善也都这么想的，于是挤跑了曹云金、扭曲华夏历史捧蒙女演员，结果都活该\n甚至，C站（ys）当年也是这么想的，于是下课了陈佩斯朱时茂赵本山（老赵这个有他自己不老实的因素），结果春晚变啥样了？', []]"
13,"人工授金失败。

搬运至小红书的一个很有趣的评论","['钦→欽→欠金。', ['他真是命里缺金，然后起个金字旁的名字，但是后面加个欠字。他打双打然后靠着搭档拿金，自己命里是真没有啊哈哈哈哈', '命里缺金啊'], '继蜗壳后国乒也守银了', ['韩国围棋后辈观摩前辈战胜柯洁的棋谱：诶我c，怎么一局都没赢啊？\n中国乒乓球后辈观摩国乒第一人的三大赛录像：诶我c，怎么一金都没有啊？', '哈哈哈哈哈哈哈哈哈哈哈'], '五个太医都没保住', ['太医说了这是一个成型的金牌'], '也不是第一次失败了，以后各个项目都会有，体操不是打样了嘛', [], '流产了', [], '人工授金太难绷了', [], '@深州蜜桃', [], '守银都做不到', []]"
14,因为能做的都做了，总不能找个人把雨果做掉对吧,"['那32强要做掉多少人啊', ['做掉15个就行了吧', '看来32强都保不住了'], '雨果说不至于吧，要不我让你', ['哥我只是来打球的啊', '张本智和他也打不过 雨果他也打不过我踏马想知道 他能打过谁'], '“你当我是天生杀人狂啊？！人家要打球，你就要杀人？不就是金牌么？谈到他满意为止啊。”', ['经典港片', '不用那么血腥。喂一斤巴豆就行'], '雨果：不至于吧大兄弟，你怎么不试试给个价呀，你试试，我也没说我不答应啊', ['雨果是富二代', '不不不，雨果也就是个有点小钱的中产，父母都是体育老师。'], '可以罚雨果跑一万米嘛', [], '按骰子被爆冷的几率，名单太多了，连伊朗14岁的小孩也得做掉', ['去年亚锦赛男团对伊朗，不存在什么少年青年组。', '14小孩是少年组和青年组的，不是成人组的'], '你提供了新的思路啊', [], '世乒赛128个人，要保证骰子赢，起码得做掉63个。', ['第一轮轮空是吧'], '雨果：我是来打球的，你们要干什么。', [], '一个雨果倒下去，千万个雨果站起来！', []]"
15,"我一个同事整天楚钦是我偶像，你们都不能说他不好。因为调侃楚钦我俩好几次差点吵架。

然后昨天我跟她说刘国梁辞职了，好像是王励勤接任。

她问我，王励勤是谁？","['粉丝与球迷区别的具象化', [], '告诉他是她爱豆的亲二叔', [], '跟她说，王励勤有一个外号叫大力，所以球迷们都亲切地称他，夯先生', ['你这个球迷是正经球迷吗', '球衣号码91号是吗？'], '我们一个女同事也是，看见新闻后问，马龙咋才是副主席，不应该接班刘国梁当主席吗？还来了个无名小外行来当主席，肯定不如刘主席', ['传话出去，王大力和wcq一个姓，肯定有某种联系，让粉丝们安心就好'], '王励勤是谁？我不钦楚（', [], '哎是咱们太老了，王励勤是印在最后一批非实名联通sim卡上的', ['你这个也太有年代感了吧'], '都姓王，名字还押韵，当然是骰子的爹啦', ['好有道理'], '我娃同学的妈妈也是…主要那个妈妈很聪明…就让我很不理解', ['哇哥们，咱也太像了！我小学同学的妈妈就是tzm，关键人家一家是台湾同胞，长期居住我们这边十多年了，怎么也得算中高知家庭吧，没想到我2月朋友圈转发吴指导微博，她评论说“去看看尹老的吧，这人估计钱没收全”……孙颖莎代言肯德基，还委托她闺蜜去上海带周边，前不久骰子麦当劳，她还说“2月肯德基，4月麦当劳”之类的。其实我很不理解，年轻女生、中小学女老师就罢了，为什么生活精致的中年妇女会相信王楚钦他们哥几个的营销…', '之前不还有高学历的家长相信量子波动速读这种骗局。知识和学历只能说他在某个方面比较懂，但是在超出了他的领域之外可能判断会失误。如果这个人再不怎么对比，思考的话就可能会遇到问题了。'], '又到了无中生同事环节。。。好神奇，你们这种现实中的奇葩人，我在生活中一个都遇不上。', ['不能靠我寻思身边人没有就全世界没有, 恭喜你处在一个比较好的环境里.', '身边统计学，俺寻思之力'], '人家喜欢的是人，恰巧是个乒乓球运动员。', ['准确的说她们喜欢的的不是活生生的人，是自己造的神']]"
16,"提个有意思的事。

之前我记得网上不知道是谁排八字说王楚钦是樊振东的贵人。

原来看着还看不明白，现在一看还真是，总是在最关键时刻拉一坨大的，给121给jlz沉重一击，提醒大家樊振东是真不容易，也是真厉害（）","['我也想到这个事了，我当时说小胖没等来自己的双子星，等来32这个扫把星。结果有人给我科普他是小胖贵人，这么一看。真不错。', ['32是哈雷彗星☄️', '这么一说，还真是，笑死我了'], '张继科粉丝那边也觉得他是张的贵人', ['只有老龙被克到了，底裤都被扒出来了', '还真是，说实话要不是32跟张继科对比那么惨烈，估计张继科的澄清路没那么顺利'], '在把梁子干下去这件事上，几个大满贯绑在一起都不如他几颗球厉害，他是真的有点东西在身上的', ['大满贯能有32罕见吗咯咯一个罕见把梁子干下去了很正常', '凭一己之力，独挑国乒大梁啊！没有之一！'], '星哥星姐努力那么久，真不如他的一个球', ['哈哈哈 是的 是的 191的32年努力还得32来收', '双向奔赴啊！喜大普奔！这又是骰子突然退役咋办啦！这要少多少乐子！'], '哈哈哈 如果是这个角度的话 东哥的惊天动地的确是因为32输了 造成国民空前关注的原因 当然东哥顶住并抓住了这个机会', [], '樊振东在倒梁行动中成功获得第二名的好成绩', [], '对对 没他真不行 不靠他走不到这个局面', [], '哈哈紫微星是有点玄学在身上的。', ['哈雷彗星也是有点宿命在身上的。'], '艾玛 某种程度上，对手确实是贵人', [], '谁想要这样的贵人，就祝福人生上到处是这样的贵人吧', []]"
17,"衡水中学的高级教师们，都以为自己教的好，所以学生一年上百个上清北，再次是985.211，再不济也是个一本吧。

来我们县城教第五中学，几天就和教练们表情一样了。

对了，我们县城一共五个中学，第五就是第五。","['清华北大的孩子是靠培养能培养出来的吗？那是生出来的', ['没那个天赋，真考不上清北', '语文阅读理解题，原文作者来了也得不了几分，这种你难道没见过吗？\n\n这种纯粹是套路跟你是不是聪明有啥关系？'], '对的，反过来同理，清华北大这么牛逼，也是因为去他那里的学生，本来就是天才级别的', ['清华北大还真没架子，各地状元还是亲自下场去送帖子。', '清北绝对对不起考进去的天才们，他们去世界其他顶级大学绝对更厉害'], '同样是学生，有的就能去清北，有的只能读三本；同样是老师，有的就能去衡水中学，有的就只能去县中。你得承认，去清北的学生就是要比读三本学生的厉害，教衡水中学的老师就是要比县中老师厉害。人一般情况下只能匹配到和自己水平接近的同伴和对手。', ['你如果当过老师，你就对什么优秀教师祛魅了', '那是因为省重点和县中学的待遇不一样，好老师会去聚集。但这些老师真的能教出来清北，还是恰好碰到的是清北的苗子，是不一定的。发那么多没有用，你不看别人说的啥别人也懒得看你说的啥'], '衡中最差的就是师资力量了，基本都是河北师范大学毕业的年轻老师，学生提成绩靠的是积累十几年的题库和体系', ['靠的是掐尖', '想多了，尖子才不会去衡中受那个罪。'], '县城还能有五个中学，中考升学率不错啊', [], '衡水中学的老师什么时候说过这话', [], '全衡水有0个老师认为学生上清北功劳在自己', [], '衡水中学的老师一般都是二本师范出来的，待遇也不咋地，没这么多自大狂', ['那倒也不是，老一本守门员', '河北师大本来就是二本，现在被搞成假一本忽悠忽悠人'], '哈哈哈', [], '天赋，我在河北上了985', []]"
18,“久在樊龙里，复得反自然”,"['你不妨把话说钦楚些，jpg', ['嫉妒才华！'], '遮话说的不钦不楚', ['让人头大'], '钦山遮不住，毕竟东流去', ['绝'], '主楼和二楼是怎么办的这么优秀的？', ['主楼是6楼'], '服德反自然吧', [], '嫉妒你的才华', [], '古汉语文学的魅力', [], '甜菜', [], '没劲，我现在都懒得黑他了菜且摆烂，还自我感觉良好......他就不能稍微争气一下，打一下我的脸吗？', []]"
19,"刘国梁的一贯作风就是，他想让谁当世界冠军，谁就是世界冠军。

他训斥许昕马龙张继科经常说，你们有什么了不起的，不就是个世界冠军吗？这个世界冠军谁来都可以。

不管这三个人服不服，总之刘国梁已经把自己当成乒乓球教父了，谁不听话就用规则弄死谁，樊振东当属最大的替死鬼，没球当，没教练，没队医，你自生自灭吧，结果最后樊振东完成自我救赎，把国乒的脸挣回来了，在国家队照样被排挤。

因为刘国梁要打造完全听话的属于自己的球队，这些人听自己的，他就可以操纵他们去参加他自己折腾的联赛，包装他们是世界球星，王楚钦就是他精心包装世界第一。

现在，这位精心包装的世界第一，没有获得任何冠军，没有人救场之后，国乒的脸终于砸地上了。

刘国梁肯定不会承认自己的错误，他学习蒋介石下野，人退了权力没退，他照样可以摆布乒乓球这项运动，谁都拿他没办法。

毕竟，上次让他退出核心圈，他可是马上命令所有球员罢赛呢。","['讲道理现在全罢赛区别不大', ['话不能这么讲，罢赛了，谁去争那32强？', '罢赛了，或许成绩更好'], '哥们你说的不准确 他当年说许昕：你现在除了世界第一 你什么都没有 这个队最不缺的就是世界冠军\n\n这才是最打脸的 因为王楚钦就是这样 除了世界排名第一 啥单打冠军没有', ['32强 这个世界排名第一是水分很多的那种吧 别人不让参赛', '水分多少不讨论 但确实跟刘说的一样 除了排名第一 一个三大赛冠军没有 他属于精准预言了'], '王要罢赛，竟有这等好事', ['一言为定双喜临门'], '刘国梁本以为，有他在，狗都能拿世界冠军。\n\n后来王楚钦告诉他，有许昕马龙张继科樊振东在，栓条狗当教练都能拿世界冠军。', ['王楚钦：汪汪汪...', '正解了'], '罢不罢赛一样 现在女队还能坚持坚持 男单已经拉透了 大赛男单不会再有冠军了', ['希望张本奥运加油', '智和and美和我都看好 未来可期'], '你这话说的，没罢赛没金牌，罢赛了也没金牌，如罢', ['罢不罢赛没区别是吧', '你遮是什么意思，等遮吧'], '不会放任国乒成为第二个资本游戏的，毕竟有国足这个前车之鉴了，虽然听说现在想被选拔成好苗子也得花钱了，每次看到张本智和真挺心酸的，好苗子进不来，被逼走挨骂去了', ['拉倒吧，国足要全是资本大老板玩比现在强多了', '听说进省队都得十几万，进国家队几十万。所以现在打乒乓的家境都不错。'], '张继科当时腰伤也是惨得很', [], '恢复直通赛就行了，有水平想上位的人多的是，屁大点事。', [], '这样搞，\n难道刘国梁不怕把自己弄进去吗？', ['感觉快了。。铁子也是辞职的', '去年两会好像有人提了操纵比赛罪，也提了乒乓球有这种行径，只能说有可能，要是真的想送他进去不是不可以。']]"
20,"本土作战，头号大将，上上上签，拍子有专人保护，现场全是自己人，场外因素全闭嘴，居然还输，国乒男一号真的稳定。




这届大赛最让我记忆深刻的，不是中国男乒的阶段性溃败被人直通，而是下图

你看了这么多年比赛，见过教练在短暂停的时候这么教吗？







教练席应该是终于明白了，

原来的确是破坏龙绝凶虎紫微星牛逼，男乒的确不是拴狗冠","['有点卑微哈哈哈', ['王浩也挺倒霉的，自己巅峰永远是老二，好不容易队友打盹了碰见一辈子唯一大赛硬气一回的柳承敏，现在又碰见遮太子', '也不能说倒霉吧，竞技体育没有拼搏怎么可能有好成绩，他自己就是最好的证明。我倒是觉得选他当主教练是个天大的错误'], '林诗栋倒是挺听王皓话，结果打的更差，其他的我基本都看不惯王楚钦，但是不盲目服从权威这一点还是做对了的', ['你要说他自己有水平，然后不服从权威，那是好事。\n他没水平还不服教，那是无可救药', '水平都大差不差吧，单看这次世界杯打雨果，他表现比听话的林诗栋强'], '真的搞不懂，这尼玛都把战术说头上了，发勾手，发勾手，硬是一个都没发。不知道是怎么想的。', ['是不是怕被判罚遮挡，因为这不是wtt', '太想遮了'], '应该放教练蹲着他坐着那张', ['', '这个也无可厚非 比赛暂停坐着是为了恢复体力 难不成蹲着站着吗浪费体力吗'], '他只是一直稳定的输而已', [], '没有紫微星，那是帝国之壁。', [], '归零 重启', [], '输了有些人的位置不保。', [], '看看这个，很详细', [], '栓狗冠的意思是有这么nb的选手，教练席上栓条狗也能拿冠军。', []]"
21,左边是教练们一直打压的小胖，右边是教练们一直吹捧的太子。,"['左边张照是拍的真有气势。', ['冷静、专注，压迫感十足', '据说法新社'], '右边忘之不似人君', ['穿上龙袍不像太子，虽然他一直当太子培养。', '君去掉'], '', ['我就说怎么看都像小丑哈哈哈哈', '天才'], 'hero vs joker', ['Batman vs Joker'], '小胖这些年过得太不容易了，国家队烂成这样再不整顿就完蛋了', [], '我在一个吹32 的视频下边评论 运动员是靠成绩说话而不是靠粉丝数量说话 被删了 然后我复制十遍又发出去了', [], '有点像西游记里面的银角大王', [], '乒坛老将和新锐小将差多少呢？一岁！', [], '记得把球p成红的', ['', '白鼻子是京剧的丑角'], '樊振东好像老虎在舔水', []]"
22,"插一句题外话：

在有正式工作的前提下，到底能不能读全日制研究生（北大的）？

在线等，挺急的。","['按照法律法规不能，但是王楚钦能……各省市一把手都不能，只能读非全，但是王楚钦能', ['那没有，它是大满棒'], '不能！很多次去投诉举报了。但是奈何人家后台硬。北大装死', ['这才是最可怕的', '他后台谁啊'], '不能，绝对不能！只能择其一。全日制要脱产，调档案，含金量比在职研究生高。所以很多人为了再提高学历只能辞职后去深造，没了工资还耽误了工作经验，这对普通家庭是巨大的压力，但这是规则大家也都默默遵守。而他王楚钦就能破坏这个规则，真牛！说他像皇亲国戚都不为过了。既是国家队里全部资源托举的运动员，又北京户口先农坛在编，这回又读研了，还北大全日制？真是三体！！', ['我有点好奇北体大的冠军班（全日制硕士）是什么来路。北京体育大学研究生招生网', '我就是离职了准备读全日制的现在穷的要死'], '我们不能，但这个我们里面没有太子。', ['这太形象了'], '不能，全日制需要全脱产，调档案，如果正在交社保要停交，以上三者有一个没实现都不是全脱产。具体可参考中组部档案管理规定', ['亲测 社保不需要停交', '据我所知，退役军人有政策，工作了能读全日制大专，跟函授一样，不过给全日制证，当然跟北大不能比。。只是类似哈'], '王楚钦这水平，明显不是职业运动员，不影响读书的', ['哈哈哈哈哈哈哈哈哈哈', ''], '原则上可能不太行，但是现在人家是原则', [], '北大录取是违规招录，谁允许现在将北大读书变成退而求其次的', [], '这就是特权。', [], '你不能，我不能，但太子能', []]"
23,"教练组已经快要把所有资源都投注在他身上了，国乒的王皓肖战+京队的五个教练团，这保障加起来能召唤神龙了。把樊振东逼退世排，把队友做到另外半区，他的半区先用张本扫雨果，他再来扫张本，即使出了意外，雨果对他胜率也不高。然而即使这样，他竟然还是没能进决赛……

他看起来对很多人胜率高，但是输的场次都捡着大赛输。

自从巴黎周期开始（纸面年龄21，实际年龄23），他的大赛输场：

2022年亚洲杯输韩国 林钟勋，男单丢冠，断了中国12连冠

2023年亚锦赛输日本 田中，64强

2024年亚锦赛输韩国 吴俊诚，8强，男单二十几年来首次丢冠

2022年世锦赛团体，输日本 张本智和

2024年世锦赛团体，输韩国 张禹珍

2024年奥运会，输瑞典 莫雷高德，32强

2025年世界杯，输巴西 雨果，男单丢冠，终结了男单四连冠

你永远猜不到他会在大赛输给哪个外协，你也永远说不准他会倒在多少强，他总能创造国乒历史最差成绩。

就这样的一个人，是现在国乒教练组的掌中宝，是所谓的新核心，就请问，谁敢看？

这样的大赛稳定性，教练组敢让他上巴黎奥运会我是佩服的，不出意外倒在了32强，创造了男单奥运最差成绩。

刘国梁曾经说他让谁上谁就是冠军，现在世界杯集团作战中国都没能夺冠。

未来的洛杉矶奥运会，就教练组现在捧着的这些人：王楚钦的大赛极度不稳定，林诗栋没奥运经验且有稳定打不过的外协，梁靖崑和林高远没奥运经验且技术心态有短板，更小的就更不用说。

这样一群人，无论是谁参加外协最容易起爆的奥运会，都是一场灾难。","['商业赛人家才不费劲拼呢，要不是不参赛会扣分，人家都不愿意花钱跑过来打球，所以商业赛随便打打算了，得点钱平了机票+住店钱就行。\n三大赛开玩笑打这么多年球为的是什么呢？那必须拼呀，所以一个个爆种，谁也不惯着。', ['就是这么回事，莫雷奥运之前打王楚钦是输了八次，一上奥运直接拉满。这回世界杯莫雷就被分到林诗栋半区去了，谁也不知道下一次在大赛上制裁王楚钦的是哪个外协', '就是这么回事，wtt外协随便打打，大赛个个爆种，一上大赛全部变身传奇耐遮王'], '死刑太少，活人太多', ['不敢说，但很同意。'], '假设有100份资源，全部投入32强，32强只能给你50份的反馈，但是如果平均50份投入其他两个人，每人能给你60份的反馈，投入给樊振东，50的投入能给你90甚至100的回报。投入与回报不对等，明显是亏本的买卖，这就是现在观众不满的原因。', ['说实话，资源的倾斜在哪儿都有，省队之间的博弈和教练组之间的博弈，也从来都没停过。观众看体育看的就是热血和球不落地永不放弃的精神，谁要看人工授金和魔法对攻啊。。。。', '已经结束了，lgl下台，王大力当选乒协主席'], '真的非常悲哀，巴奥周期（或许更早）教练组就围着32转，樊振东的技术其实已经落后了，巴奥纯靠自己的老底赢的比赛，不敢想象如果教练组分一点资源给他，他会是什么样的成就…', ['这不是退了么', '确实 退得好啊'], '说实话，资源倾斜是很正常的，哪里都有。但是以中国乒乓球的实力和底蕴，无论是喂了资源还打成这样，还是打成这样还能继续被喂资源都是很难让人接受的。所以别怪网友们舆论这么汹涌', ['教练为什么难以接受\n因为赌上了身家性命，结果赌本居然是这么个玩意，身家性命眼看药丸，是你你也难以接受'], '“输了就输了嘛”“赢了也是莫名其妙就赢了” 这哥们精神状态适合摆烂，不适合硬扛', ['这种人不适合竞技体育', '想要营造一种什么都无所谓的慵懒感人设，王楚钦粉丝包袱太重了，包括在场上也是，经常会做一些与打球无关的动作和表情……'], '商业赛打多了，影响脑子，人老外打商业赛都是练练球，应付应付，就他当真，拿了几个商业冠军，三大赛老外不留情面，他对老外的还停留在商业水准。', ['人家平常哄少爷玩呢\n正式比赛玩真的少爷就开始输这个输那个了'], '原来32不是他的底线，64才是', ['其实是128啦', '内存越大越好'], '说白了，懒得看，一堆天才凑到一起了，结果刘指导说：最不缺的就是冠军，让谁上谁是冠军。不知道的、和他自己都以为是他牛逼。实则是张继科马龙樊振东牛逼，他们不在了刘总让谁上都没冠军，相反有了他们三个，我当指导也拿冠军。', [], '大头现在衣食无忧，你让千万富翁拼命打比赛?有没有搞错，一点都不体面', []]"
24,"裁判，球证，旁证都是我的人

五个教练的究极服务

现场观众还能给对面附带持续debuff

怎么输，我就问你怎么输。如果这把能输，我当场把这个乒乓球桌吃掉！

嗯 ？","['怪球不好，怪天气不好，怪对手不好，怪队友服务不好，怪教练没准备好，怪粉丝没喊好，各种怪吧，就是自己不怪', ['还有拍子呢，32强这么重要的可不能忘了', '像极了女权'], '你搞错了，是5个教练团教练团教练团', [], '嗯？吧唧吧唧，这个乒乓球桌还怪好吃的', [], '观众的debuff雨果听不懂', ['雨果会说中文的', '这可是澳门'], '禁止以打赌名义大吃特吃', [], '所以雨果是练少林足球的？', ['什么？40比0？'], '先生，这个乒乓球台要怎么煮法？', [], '又来一个骗吃骗喝的', [], '澳门赛场响起了葡萄牙语国歌赢麻了', [], '', []]"
25,哎哟喂，您猜怎么着，上一次百姓为外夷欢呼还是满清呢！,"['而且乱搞的都是北京的。', ['地道', ''], '山东青岛实名感谢德国', ['不然就跟鲁北地区一样了 根正苗红'], 'Sir,this way', [], '加速度冲出线', [], '应该是在日俄战争吧我带清“局外中立”', [], '是大同吧。。', [], '其实这次也是，没本质区别', [], '嗯？不是冬奥会那个嘛', [], 'auv', [], '这伙还真是满清', []]"
26,"雨果赢了王楚钦

代表社会主义核心价值观赢了封建主义官僚价值观","['嫉妒你的菜花', [], '北大研究生院，要了 明天公示', ['什么意思，王大头真的正常上了北大吗？', '这进去又要和32一争高下可咋整'], '赢的好，真是有种看八国联军打大清的感觉了，打的好！', [], '悲惨世界', [], '雨果赢了林诗栋, 32连个银牌都不是', []]"
27,"怎么大家都说雨果单枪匹马，这都什么年代了，雨果肯定是买张继科的课了。

一万人买张继科的课，出来个冠军不奇怪吧。

对没错，就是199的那个课。

不用怀疑，你也行，你也上！","['我买了，跟着练了俩月，我老婆的直板以前大学八强水平，现在死活不跟我打了，我用事实告诉她：国乒直板时代就是被张继科终结掉的', ['哪来的钱买课？是私房钱不？', '赶紧让老婆查一查'], '果子哥不是远近闻名的继科粉吗？', ['如果不是张继科果子就玩别的项目去了\n\n所以张继科全责', '但是要不是国足太烂 张继科当年就踢足球去了 所以国足全责'], '你要这么说的话，那都赖张继科，当面他应该去踢足球', ['张继科不去踢足球的原因是国足太烂了 所以责任还是因为国足', '你说的对，但当年张继科是足球乒乓里选的乒乓。之所以不选足球是因为足球太烂。据说他老爸球迷，继科谐音济科。'], '蝶哥最蒸汽的一集', [], '买了课还没学呢，送的乒乓球给我爸当生日礼物了，我爸挺开心的', [], '看ip一定是张继科手下的课程顾问', ['来，谁给帮忙圈一下张继科，打钱'], '但张继科的课程还没结束呢啊', ['没结束就能拿冠军了，全看完不知道能到什么地步', '全看完大满贯'], '上个舰长就有视频了，上个总督不得线下啊', [], '有人说张继科不教基础太差的。', [], '张继科应该对此次国乒的失败负全责', ['国乒砸了五个教练在32身上\n\n怎么会花199买课', '国乒没钱买张继科的课吗？']]"
28,天塌了。国内比赛占尽地利，五个教练团队，后勤保障充足；现场嗞哇乱叫的饭圈粉丝，签位的最佳配置，裁判的视而不见，占尽表面的人和；天时差点，本以为机关算尽可以胜天半子。百分之两百的全力出击，一年内最好的机会都把握不住，证明屎上雕花的彻底失败，赛后教练团队的表情那不是遗憾，不是难以置信，那是对未来的绝望！,"['这剧本换刘丁硕来接都能夺冠，只能说骰子真乃神人', ['换刘丁硕来就会陪着头哥再偷笑一次'], '乒乓球也向国足靠拢了', ['可见国运之强盛，气运都要凝成实体了，连国球都要献祭了！'], '大家别灰心，就当给下届奥运提前练兵了', ['我大接特接'], '天道彰显，是我命由我不由他，而不是我命由我不由天，天道是客观规律，不以人的意志为转移', [], '身家性命都赌进去了，结果筹码是这么个玩意', [], '', [], '都去哄太子了，都不好好给lsd备战，昨天lsd打的不好，太子坐下面要笑不笑的死样子真难看', ['姐妹太惨了一点进你主页发现禁言了', 'kk从始至终只有xf给他陪练，想必jlz也不想kk夺冠吧']]"
29,"谁跟你说教练席都难以接受？

coco就笑的挺开心的","['邱疯子，你笑什么\n我笑刘司令高见。', ['巧妙的再现', '对头哈哈哈哈哈'], '你明显是看女单比赛啊，邱贻可什么时候看她男单，后面有何卓佳明显是女单啊，麻烦你弄清事实再来说，', ['女单的话旁边的刘为什么是那个表情？', '就是女单时候的照片，男单141都没来'], '复刻上次32强在台上笑了，虽然这次我也笑了', ['笑容不会消失，只会从他脸上转移到我脸上'], '刘：雨庵，你在说什么呢？\n邱：我说总座高见！', [], '邱： 嘿嘿，当年你不让我去养猪', [], '俩徒弟都进决赛了，能不笑吗？', [], 'coco:管我啥事', ['刘：雨庵，你在笑什么？\n邱：我说总座高见', '卧槽…… 姓 还真对上了！'], '这场比赛是女单 是事实 孙颖莎打郑怡静 我也不喜欢🎲', [], '', ['你的名字配上他的表情，有瞬间我觉得 你的名字叫《心如死水》'], '邱：请苍天，辨忠奸啊hhhhh', []]"
30,"刘国梁证明了“我想让谁夺冠，谁就夺冠”这句话是假的。

张继科、樊振东证明了“我想让谁是冠军教练，谁就是冠军教练”这句话是真的。

我说句实话，巴黎周期（2021-2024）知乎上随便找个阿猫阿狗去当樊振东的副教练，樊振东还是能夺冠。你只需要帮他捡球、按摩、提包，并且多联系沪队请队医即可。","['让我来让我来，回头阿东不必感谢我，给我签十个名就行了。', ['就给樊振东按摩这事，你琢磨下这岗位会不会需要和几万人竞争吧', '想的美想倒贴钱的还排不上队呢'], '我可以给他手抓饼管够，让我去', ['好是好，吃多了碳水跑不动了'], '给运动员按摩也是力气活啊，一般人揉不开', [], '刘国梁是真的坑人', [], '看到阿猫阿狗这词就想笑哈哈哈', [], '刘恒命真的好，冷知识他也是樊振东青年大满贯的教练，唯一拥有青年赛事大满贯和成年大满贯赛事的运动员教练', [], '刘恒:我怀疑你在说我', [], '可以再加一条，在小胖打球的时候呐喊助威提供情绪价值', [], '我会做手抓饼，行不行', []]"
