floor_number,comment,replys
19,"清明节假期结束后，学校搞了一个讲座，讲的是那些烈士，大家都处于青春期，都挺叛逆，所以刚开始的时候大家都没怎么听，但是后面讲得越来越好，大部分人都听得如痴如醉的
那小部分呢？",[]
21,答案是像逆天这样的，拿那些伟人或者是郭嘉开玩笑，鼠鼠当时还以为这个逆天是个旺座，后面发现她只是单纯的鯋比罢了,"['初中就往左？', '回复 但寒烟衰 :我初中就看子任了', '回复 贴吧用户_GWy9yKC :我初中的时候还是个啥子']"
22,下课了鼠鼠先闪现到宿舍捏,"['赶上了', '哎呦窝闪现🤝']"
23,熄灯了，该偷偷摸摸玩孙吧了,"['黄牌母鼠', 'ldx快爆金币', '恰个v先', '', '吧龄16年是一出生就玩贴吧吗', '回复 APUSR :应该是还没受精就开始了']"
24,gkd啊,[]
25,之前也提到了，逆天的学习成绩还不错，班级是按照成绩分的，大家的成绩其实都很不错了，但是我们的逆天就是不一样捏，经常去嘲笑那些分数比她低的同学，还真是高高在上呢,"['还真是高高在上呢', '+3', '']"
26,初中的历史，德法这些基本上都得靠背捏，但是鼠鼠是懒狗，偶尔背偶尔不背3月的时候鼠鼠没背，就导致鼠鼠的分数比较低，也是被逆天狠狠嘲笑了，鼠鼠不是很在意，因为鼠鼠也喜欢嘲笑别人，但是鼠鼠是以开玩笑的方式捏，别人生气了，鼠鼠会赔礼道歉,"['提一嘴，当时鼠鼠70多分，逆天81分', '回复 最6的狗旺财 :一眼姜萍']"
27,"上个星期的时候4月月考了，这次鼠鼠好好的背了，分数比逆天高了十几分，给逆天急坏了，就一直说鼠鼠是抄别人的
每次逆天见到鼠鼠就跟个人机出发关键词了一样，一直念叨鼠鼠作弊后来鼠鼠受不了了，就让她去告老师，让老师给她看监控，看看鼠鼠到底抄没抄
当时逆天觉得是鼠鼠自投罗网了捏，直接在宿舍里对着所以舍友说：“你们都听见了吧，她说的，到时候查出来就好笑了！”",[]
28,"这个星期周一的时候，逆天和老师去查监控了，鼠鼠也跟着去了，事实就是鼠鼠没抄任何人的，这件事情结束之后，鼠鼠就觉得逆天太涧了，一路上都在嘲讽她
中午回到宿舍，鼠鼠就把这件事情告诉了舍友们，舍友们也是很难蚌啊，大家一起嘲笑逆天",[]
29,宿管要来查寝了，鼠鼠想想逆天还干过哪些事情，待会再更捏,[]
30,"想起来了一件事情，就是班里分小组是按照座位分的，这个逆天跟鼠鼠坐一起自然也就和鼠鼠一组了，选组长的时候，逆天跟老师说自己要当，我们和老师也同意了。
然后牛魔地这个byd当组长什么β事情都不敢，课堂练习也不收，小组作业也不参与，搞得我们全组员都讨厌她",[]
32,刚开学那几天，选宿舍长，这byd也是抢着当，然后专门给自己安排轻松的任务,[]
33,逆天开始视监了，鼠鼠怕被发现，今天就更到这里了,"['', '楼主为什么16年吧龄', '回复 祝江山 :出生天赋自带贴吧', '结尾', '为啥楼顶16年吧龄wc，出生自带贴吧是吧', 'ldx你出生就玩贴吧了？']"
34,3,"['3', '回复 阶前无所依 :3', '回复 阶前无所依 :3']"
